geo_type,region,transportation_type,alternative_name,sub-region,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03
county,Gila County,driving,NA,Arizona,United States,100,110.94,110.98,120.78,173.23,168.81,148.56,153.78,139.02,106.02,123.49,156.06,161.11,142.94,104.48,110.54,109.07,124.1,152.38,153.71,116.93,105.76,92.14,112.12,110.61,152.81,154.99,138.19,107.97,96.49,109.67,130.49,196.95,194.11,189.42,173.56,128.71,139.93,158.37,182.46,155.49,156.56,124.8,122.56,124.06,138.02,173.96,189.32,166.53,123.9,118.21,131.53,153.48,198.46,216,188.82,173.39,145.55,142.4,142.27,177.31,210.58,197.62,155.62,147.72,136.24,132.6,159.3,173.06,145.98,118.21,116,103.75,103.88,122.49,153.01,300.8,92.7,89.09,83.07,89.56,126.71,139.39,130.76,93.41,88.65,87.18,93.17,141.06,157.5,115.96,88.89,99.06,101.04,129.75,172.49,231.99,210.31,119.54,109.81,130.42,144.38,229.72,324.2,292.07,152.84,129.55,146.08,176.07,263.49,373.39,385.48,168.94,144.11,153.25,199.03,274.43,361.28,332.4,NA,NA,172.76,197.42,316.77,388.25,533.03,181.26,156.99,187.22,242.44,601.94,540.5,608.43,456.22,235.84,208.5,244.68,366.13,372.96,666.13,231.69,204.12,214.12,229.08,347.76,435.88,434.24,231.26,212.85,211.38,256.33,376.64,705.52,1022.22,372.05,242.8,224.43,243.51,295.72,254.99,293.51,214.83,194.71,196.72,210.61,316.87,342.4,365.76,230.29,192.74,251.04,373.66,435.61,346.72,440.56,261.91,222.86,222.29,243.21,335.34,368.07,420.82,228.65,229.38,220.78,228.71,364.79,443.24,496.72,241.87,207.06,221.49,240.43,360.68,394.58,489.69,220.92,204.35,223.06,255.32,501.34,453.08,510.48,216.73,207.83,189.36,217.27,350.47,476,601.17,223.06,198.53,195.48,237.05,373.16,429.89,476.97,196.52,176.94,196.29,279.59,463.62,485.14,586.71,197.76,187.45,205.25,221.29,356.53,391.5,521.82,199.73,181.26,184.57,240.66,575.8,534.64,504.65,521.05,197.76,181.09,223.03,323.66,347.42,358.77,185.51,185.07,174.33,207.8,355.15,378.38,517.5,186.95,170.95,175.9,200.8,515.39,349.26,389.19,190.43,166.7,185.84,221.15,342.24,341.2
county,Graham County,driving,NA,Arizona,United States,100,98.09,94.44,102.54,132.5,120.91,80.84,97.41,96.82,108.26,114.19,124.19,127.9,78.03,91.42,95.98,108.63,117.26,118.32,116.09,73.16,98.25,90.95,88.3,101.75,120.49,129.49,94.71,96.45,100.32,106.99,128.85,155.43,120.49,88.3,102.7,103.07,113.82,123.98,145.63,126.95,93.54,108.31,99.89,105.4,118.42,140.29,128.37,88.09,105.19,104.18,124.93,124.78,136.63,144.52,87.4,115.51,108.47,113.45,110.8,125.57,107.04,92.43,102.01,91.85,92.11,88.35,92.64,79.78,70.94,82.21,68.82,80.31,72.74,76.6,77.71,68.45,80.47,69.08,73.95,70.73,91.9,72.26,56.8,76.76,73.21,78.35,82.58,90.68,63.42,53.2,79.25,80.2,86.29,89.31,109.05,100.64,69.45,82.69,79.46,89.78,85.71,103.55,87.56,73.64,88.04,87.29,92.96,110.91,111.65,104.02,74.06,94.28,86.66,102.75,101.22,140.6,122.23,70.25,NA,NA,116.09,107.78,123.72,117.2,87.29,123.24,116.09,137.06,127.9,146.9,141.56,119.06,113.5,138.17,132.77,138.27,165.64,115.46,99.21,122.5,133.19,115.93,133.03,145.95,121.39,112.55,136,125.73,135.04,150.4,178.03,137.74,109.53,146.8,133.46,160.83,139.02,147.22,137.32,107.36,125.52,134.46,136.69,139.65,151.67,136.26,117.42,138.27,121.65,135.52,155,137.11,112.12,131.34,140.39,125.25,131.66,134.89,148.81,153.47,122.87,142.77,132.08,122.66,124.19,147.43,147.86,108.58,119.32,128.8,146.59,142.19,147.27,119.32,114.4,128.85,134.57,136.16,139.65,152.57,140.82,99.05,133.46,146.9,128.69,150.13,164.74,141.66,112.23,130.39,121.18,136.21,128.16,169.45,144.26,118.85,129.91,125.2,136.16,161.2,213.13,154,114.66,123.61,122.08,144.89,161.78,198.15,174.17,122.18,148.7,132.03,141.87,148.54,184.97,157.33,127.69,140.23,131.82,141.34,129.06,150.5,160.03,102.22,118.95,113.92,116.3,134.57,158.28,143.46,105.35,114.82,112.23,124.19,131.71,159.98,134.25,104.71,114.03,105.88,111.49,128.9,155.11,137.43
county,La Paz County,driving,NA,Arizona,United States,100,91.08,104.02,127.97,206.87,178.91,191.27,200.67,129.99,126.48,145.31,187.14,160.85,173.3,117.06,95.2,97.44,110.83,149.23,117.04,122.89,116.06,91.63,93.61,109.85,140.45,131.86,158.47,106.47,99.36,99.28,141.12,224.39,152.31,177.88,200.44,102.88,103.34,123.73,173.42,142.2,179.76,117.37,97.35,99.64,123.12,176.68,140.76,191.05,115.16,91.23,100.07,137.04,216.44,167.62,225.16,157.72,120.98,132.69,192.85,208.69,190.13,189.43,128.74,111.27,115.65,106.33,114,98.92,82.28,64.91,61.27,67.09,63.41,70.57,71.14,66.58,56.64,59.31,57.75,58.34,68.53,64.09,59.49,53.15,47.98,50.38,54.13,69.29,59.85,50.77,57.7,54.74,53.92,64.31,81.51,73.73,76.78,60.1,59.18,58.46,72.52,95.9,78.84,89.17,71.32,65.83,71.26,83.74,110.36,90.64,99.56,74.94,66.42,72.65,86.58,118.86,101.11,103.36,NA,NA,88.14,100.67,136.89,116.91,144.79,105.33,89.28,96.18,140.9,232.28,181.63,166.65,246.72,123.4,103.08,121.35,157.36,130.84,159.83,113.26,86.96,94.46,117.99,163.01,127.52,162.49,125.52,88.74,103.83,138.87,183.76,145.58,195.31,138.15,107.33,109.59,143.1,175.76,133.89,168.39,141.28,105.47,104.33,137.17,185.12,143.94,187.69,128.79,110.83,133.24,200.1,197.25,105.38,227.96,161.37,100.08,98.26,119.53,151.98,130.61,152.82,108.9,98.87,95.51,122.57,174.34,128.56,163.47,111.83,101.1,94.22,123.52,159.67,135.99,196.07,127.19,99.15,102.13,125.29,206.26,141.13,183.1,118.5,93.81,90.46,124.5,170.6,128.32,167.26,119.16,94.74,96.51,126.45,171.78,134.64,189.3,109.06,84.79,87.91,113.95,161.82,121.04,173.3,99.79,80.5,82.69,103,154.49,118.72,171.03,108.7,82.66,89.22,140.9,394.74,177.81,163.86,312.36,119.14,94.9,107.57,152.77,124.02,169.55,110.28,87.55,87.74,125.06,174.78,123.09,184.09,124.02,101.54,100.36,132.4,172.37,125.47,185.82,111.42,86.63,88.32,118.52,170.94,133.86
county,Maricopa County,driving,NA,Arizona,United States,100,104.29,107,111.4,126.6,116.27,85.91,98.91,103.87,104.92,108.03,121.11,114.72,77.97,100.14,104.82,107.63,113.61,128.12,119.28,77.75,100.08,105.18,104.6,109.04,127.57,124.68,84.64,101.78,105.93,111.82,120.11,139.04,122.54,91.79,107.16,110.4,115.69,119.04,136.3,129.79,100.91,113.08,116.18,117.15,121.8,137.2,142.89,99.09,112.09,115.31,117.71,124.51,141.12,131.1,95.15,111.67,111.24,109,105.49,114.48,107.95,78.12,90.07,83.83,71.94,72.83,76.57,66.56,48.16,61.96,61.32,60.69,60.95,66.19,60.26,45.98,58.18,57.04,53.73,55.28,62.61,54.31,42.21,54.03,55.62,55.62,58.24,65.36,57.33,37.12,56.79,58.69,63.46,63.97,72.86,66.43,51.33,64.55,63.72,65.11,67.75,75.53,69.33,52.81,65.76,67.2,68.78,71.89,82.34,77.65,58.09,71.96,74.78,74.06,76.38,87.81,82.59,59.75,NA,NA,83.44,86.76,100.31,95.67,74.99,90.3,93.15,94.91,98.91,113.61,101.73,81.57,80.4,96.17,98.28,100.05,112.24,105.11,76.37,91.26,92.87,96.7,99.23,111.22,105.64,82.63,99.74,100.95,101.76,105.02,116.65,112.63,85.86,99.95,101.89,102.34,104.74,116.37,107.97,76.89,98.99,102.45,101.45,103.21,114.8,105.61,80.91,96.6,98.32,100.11,106.06,100.71,75.45,71.14,92.93,95.13,96,97.82,107.81,97.27,75.98,93.44,96.29,98,103.31,110.83,101.89,79.13,94.9,97.86,99.74,101.34,112.89,106.84,83.35,97.87,100.12,104.27,105.32,116.47,112.86,86.75,101.12,103.22,100.44,103.04,117.67,113.31,85.78,98.2,102.01,102.25,105.24,123.37,116.33,88.08,102.71,104.23,105.55,106.44,123.19,119.01,88.93,98.86,101.04,102.61,105,120.13,114.94,87.37,100.8,103.59,105.59,110.45,128.85,116.59,90.49,89.64,102.02,105.81,109.49,123.1,123.24,89.64,103.85,104.41,106.54,109.43,128.22,123.64,91.15,101.25,102.82,104.55,107,123.71,122.18,87.38,97.88,98.82,102.29,107.07,121.82,117.86
county,Maricopa County,transit,NA,Arizona,United States,100,106.54,102.12,101.05,105.3,92.43,76.96,93.31,99.14,104.69,99.49,104.6,91.56,72.82,99.17,99.7,102.21,102.56,108.08,93.96,72.09,97.47,100.74,100.94,99,109.64,100.36,76.49,96.65,101.05,106.32,105.38,111.01,94.89,80.33,98.34,104.15,105.19,104.53,112.3,92.37,86.05,103.07,110.42,103.46,100.19,109.84,103.02,82.82,104.17,106.22,106.01,105.74,118.43,103.21,81.08,101.28,96.63,85.94,83.15,82.33,78.24,64.45,83.95,68.98,55.53,56.85,55.86,48.01,40.65,52.99,51.05,49.41,49.65,48.53,43.28,40.1,48.06,42.88,42.22,40.93,41.77,40.67,36.42,42.3,40.98,39.51,42.26,42.5,38.9,30.97,42.77,37.9,40.43,38.84,42.66,39.2,36.15,41.54,41,40.67,42.2,43.41,38.27,34.55,41.9,43.11,44.29,42.6,47.33,42.53,37.38,46.11,44.7,44.08,45.27,49,43.52,36.47,39.9,36.56,48.25,47.11,51.17,47.64,41.27,51.62,51.9,52.06,49.39,57.07,51.34,46.09,49.44,54.98,52.99,53.64,56.89,52.18,46.02,51.38,53.45,53.05,51.46,54.52,51.15,47.14,55.42,55.19,55.68,57.02,58.75,56.05,48.79,57.42,56.12,56.75,53.66,57.47,53.01,42.24,53.5,56.37,52.26,52.41,55.42,49.92,44.16,50.86,51.02,49.54,50.92,50.83,42.69,39.43,53.08,48.15,49.37,48.39,50.69,47.42,38.64,48.89,50.23,49.42,51.25,51.49,47.84,41.21,51.94,50.66,51.07,50.75,52.14,47.54,41.3,50.9,51.94,52.95,50.75,54.36,49.44,41.17,53.67,52.47,49.24,47.86,53.41,50.85,42.3,50.15,50.37,52.13,51.33,55.86,51.06,46.82,54.28,55.25,56.77,55.83,57.44,55.86,46.62,54.98,55.77,53.98,55.49,59.09,53.64,46.92,57.07,56.9,59.13,58.73,64.32,55.31,47.71,49.45,59.33,58.44,59.87,59.48,61.92,49.81,57.91,56.24,63.78,65.96,69.7,62.88,54.8,62.09,62.03,60.94,62.65,64.38,63.56,54.68,63.5,59.18,61.71,63.46,65.26,61.74
county,Maricopa County,walking,NA,Arizona,United States,100,101.77,97.16,100.83,120.64,131.98,95.84,93.9,89.72,96.17,98.48,116.61,125.5,80.12,88.58,95.63,98.58,106.08,132.77,148.99,86.98,88.23,89.54,88.24,95.23,128.06,139.89,85.81,87.54,91.43,97.62,106.33,133.88,135.42,100.19,100.52,95.62,100.64,106.89,129.01,131.45,97.06,102.06,98.42,102.18,103.13,130.82,147.29,97.99,95.28,100.95,101.28,108.7,142.07,144.63,96.93,101.09,97.58,92.08,92.14,102.76,106.84,74.85,82.95,78.23,60.33,67.36,69.57,63.07,48.54,59.23,57.96,57.65,57,59.22,57.5,45.77,54.86,52.99,52.71,54.9,60.33,54.39,43.94,54.46,54.64,54.42,58.73,63.74,57.33,38.99,55.34,58.31,60.47,59.66,66.31,62.45,48.64,62.39,60.18,60.71,61.69,68.8,60.84,48.25,60.9,61.51,64.16,64.78,73.17,67.2,50.95,65.43,69.08,66.81,68.87,80.18,76.81,53.94,62.87,59.45,83.7,85.49,99.4,93.91,70.3,89.43,93.48,97.85,97.86,112.19,109.22,84.4,78.82,95.46,95.88,98.96,112.62,107.22,74.05,91.72,92.01,98.95,95.88,110.12,109.52,83.88,95.94,97.92,97.57,103.47,118.69,115.18,85.1,94.42,95.7,97.6,99.8,115.92,109.57,73.46,95.78,99.28,99.97,103.39,117.26,109.46,79,95.02,99.49,100.5,100.81,105.39,78.51,70.16,94.12,93.7,95.33,97.79,109.56,98.98,72.96,92.24,97.43,98.9,100.77,112.21,101.02,74.32,95.06,96.87,99.88,102.67,114.02,105.98,77.61,95.24,98.61,102.27,105.85,116.66,108.53,79.17,99.36,101.19,102.75,102.63,121.59,112.19,80.11,95.67,98.61,103.89,105.98,127.59,122.62,89.27,109.07,111.88,114.28,115.26,130.9,126.2,89.21,104.86,105.1,107.83,107.62,125.6,122.15,86.86,102.54,107.83,109.9,111.84,130.7,122.67,93,89.98,100.62,108.31,110.13,127.94,128.98,88.43,103.16,106.55,109.01,113.41,133.17,133.2,92.47,102.28,105.83,106.87,109.91,132.36,131.91,89.85,102.02,104.18,107.49,113.76,132.03,132.28
county,Mohave County,driving,NA,Arizona,United States,100,99.25,106.03,115.89,157.97,142.71,128.34,130.85,102.44,100.34,111.04,134.73,126.07,114.04,105.26,101.01,103.17,116.76,138.11,122,99.36,109.54,100.83,104.94,115.28,143.44,127.05,121.09,113.58,108.74,115.41,136.68,177.8,180.24,163.41,160.23,119.6,121.58,136.53,164.83,141.59,140.84,124.68,116.73,117.85,134.06,162.3,148.45,146.17,124.86,119.86,122.7,147.59,180.73,165.83,158.72,145.64,129.31,129.82,138.99,168.96,156.9,146.09,130.09,122.98,108.69,113.06,113.41,98.51,79.61,81.74,80.79,79.35,81.12,89.13,83.87,67.14,73.68,76.06,75.18,76.83,85.83,79.54,63.54,70.38,70.65,66.65,74.03,85.4,77.38,55.85,74.89,72.34,81.96,83.64,100.05,93.46,78.28,85.34,84.86,87.37,99.9,116.86,119.13,97.27,95.95,97.13,96.41,103.41,134.44,138.36,118.46,109.74,102.63,105.67,114.32,140.73,143.21,112.9,NA,NA,121.5,132.9,169.92,178.84,158.18,137.24,132.11,137.23,168.58,236.6,249.64,234.4,221.94,150.89,146.34,159.64,191.03,199.64,169.8,145.18,131.57,138.21,155.98,202.83,222.27,200.27,164.01,152.26,156.36,178.35,222.72,231.9,221.1,178.36,160.58,162.49,181.2,225.16,222.5,200.75,178.39,162.78,167.06,185.81,237.94,234.36,221.57,181.8,161.82,174.67,222.84,254.2,203.35,233.21,185.6,162.01,161.76,171.56,208.01,196.6,186.28,160.56,148.74,153.55,168.63,204.48,198.66,187.42,161.66,150.5,151.48,169.46,206.94,207.46,197.42,166.18,154.56,156.72,172.21,217.96,211.37,197.28,168.34,154.64,155.56,173,216.66,258.4,201.67,168.23,151.43,155.61,171.07,218.36,214.79,198.01,151.1,142.06,145.56,158.42,206.65,204.47,191.25,147,134.61,135.89,154.48,199.57,210.76,190.8,143.03,133.75,136.82,164.51,247.83,275.74,240.84,247.31,141.54,139.88,154.51,201.87,213.46,200.65,155.47,138,147.2,162.39,215.54,222.68,206.46,153.49,137.38,142.23,165.22,217.24,231.04,202.08,150.88,131.13,131.6,150.26,191.58,205.68
county,Mohave County,walking,NA,Arizona,United States,100,91.33,90.44,111.62,152.1,141.47,101.88,113.23,98.12,96.16,106.08,135.75,116.98,82.57,99.82,92.23,105,107.86,132.98,112.87,83.56,85.61,93.74,108.67,113.32,141.55,131.1,93.57,94.01,97.14,116.53,131.46,154.6,198.84,139.95,131.1,108.67,101.79,122.88,165.42,144.68,107.06,119.48,103.57,110.81,111.08,142.27,150.76,105.81,104.2,112.51,112.24,139.5,170.33,160.95,126.27,143.43,129.58,123.77,118.77,157.91,166.85,111.8,128.6,118.86,91.78,101.52,112.42,96.07,72.65,92.94,82.13,84.72,91.06,95.89,86.24,74.98,78.73,78.11,79.98,77.3,96.6,76.41,64.25,86.06,86.68,69.97,77.21,86.33,79.45,55.32,89.81,72.74,80.07,79,106.43,100.45,74.35,82.84,83.65,92.49,99.91,122.34,132.89,74.89,94.37,100.18,96.96,109.2,138.07,140.21,108.58,120.82,107.15,123.68,118.14,150.22,165.5,95.98,105.09,99.02,147.36,162.82,208.76,230.83,153.71,156.12,134.14,158.53,196.07,292.14,373.55,313.14,239.95,185.43,174.62,190.8,232.62,259.16,180.61,170.33,149.33,152.46,175.69,254.87,297.77,195.53,196.6,176.14,171.49,210.72,277.3,308.4,201.7,195.98,188.38,187.94,191.6,267.29,287.13,193.57,186.42,170.96,185.97,201.52,274.53,288.74,187.58,206.08,169.97,178.37,248.26,338.25,299.02,214.83,195.62,186.6,168.19,173.82,217.52,221.72,164.61,154.07,157.28,168.19,171.67,226.9,252.01,163.27,160.86,153.44,168.19,181.86,246.47,264.97,168.9,181.95,168.9,167.29,161.66,228.42,241.73,166.58,165.68,166.22,157.55,177.03,236.46,254.51,173.19,158.45,156.93,150.49,178.55,239.68,250.31,186.95,149.96,142,142.36,149.33,226.72,248.26,160.59,152.28,141.38,130.65,155.23,246.65,264.16,164.79,130.21,138.25,138.16,157.64,290.44,371.05,286.15,187.13,131.46,147.18,170.42,230.47,263.09,171.49,167.83,142.27,165.33,149.06,218.05,270.24,174.17,145.4,152.82,137.35,168.81,238.52,286.33,157.73,151.03,136.73,131.64,157.73,216.71,246.29
county,Navajo County,driving,NA,Arizona,United States,100,106.22,107.94,111.34,170.85,179.3,151.88,141.27,95.23,98.09,111.05,140.53,142.3,124.76,99.86,98.56,104.04,116.14,145.6,151.63,110.14,107.06,105.14,103.41,120.26,138.28,148.57,124.24,109.48,88.56,109.4,129.61,185.7,190.54,178.05,162.51,123.27,125.98,131.6,164.42,154.17,151.72,124.08,114.47,115.67,135.85,170.09,167.25,151.11,124.86,127.41,128.09,145.12,173.11,187.14,192.48,173.82,159.1,153,164.63,234.9,227.5,206.24,169.77,164.73,159.81,149.37,164.22,147.03,122.38,105.88,100.24,98.55,94.02,105.92,115.48,94.98,81.11,87.14,86.97,82.49,95.22,100.32,77.1,77.81,84.33,79.06,83.88,97.92,92.85,67.3,74.07,81.98,92.09,100.32,119.4,124.84,116.6,98.21,93.58,95.52,111.53,146.05,156.03,134.8,118.34,109.36,124.66,134.98,175.65,194.64,164.8,134.14,122.75,136.93,154.23,194.88,205.81,151.06,NA,NA,149.23,160.54,205.66,232.28,219.54,170.53,165.25,173.09,195.94,300.76,328.68,302.13,301.91,207.62,205.37,221.77,271.44,277.12,261.45,222.24,198.28,206.05,234.66,280.46,302.42,266.99,218.37,209.01,220.53,245.43,316.46,319.67,372.67,288.44,247.41,241,277.17,323.56,320.89,277.1,254.22,238.69,251.78,267.8,328.24,336.35,301.59,257.83,249.52,295.99,345.97,400.1,323.66,386.63,297.57,263.87,256.08,269.07,318.22,339.36,305.37,254.89,237.15,256.43,271.13,322.88,364.88,325.5,261.28,239.72,241.39,253.68,312.78,348.84,323.36,246.51,243.64,252.78,276.58,331.71,377.35,345.9,265.68,234.95,252.64,265.54,310.83,339.83,323.05,248.98,221.65,237.06,266.11,310.78,348.23,316.97,225.42,228.14,225.18,269.26,315.45,337.54,331.52,221.65,203.21,206.22,231.05,318.1,307.37,320.25,210.85,204.36,216.7,266.01,387.04,455.06,403.67,429.53,232.72,212.88,238.65,295.69,300.29,257.12,211.26,210.56,210.61,231.05,295.71,302.94,284.15,220.11,198.04,208.01,225.27,310.78,302.43,263.9,228.56,195.49,206.08,236.91,273.52,296.77
county,Pima County,driving,NA,Arizona,United States,100,106.49,109.51,112.99,134.93,156.21,97.49,107.86,105.24,107.97,113.31,129.35,127.59,90.46,103.79,112.44,113.33,120.4,137.89,133.16,92.26,116.36,116.52,115.83,125.44,144.29,140.19,101.34,112.69,116.1,120.78,130.32,155.92,144.98,107.74,115.5,118.74,122.15,129.36,141.21,132.58,102.6,118.28,121.28,121.29,125.56,144.79,143.52,102.43,114.23,118.63,123.17,129.09,148.89,141.69,100.88,117.04,118.93,116.68,112.61,125.34,112.18,82.07,96.35,90.76,77.21,79.99,84.98,72.28,52.83,68.17,67.62,67.9,66.21,72.5,62.24,47.97,61,61.29,60.11,61.09,68.4,57.55,45.94,60.6,62.68,61.88,64.75,71.98,56.29,40.79,61.57,65.91,70.62,71.45,76.56,69.49,55.13,71.02,68.97,71.04,74.1,80.71,72.1,56.87,72.49,73.94,75.62,79.61,88.71,78.34,60.45,78.22,81.35,79.79,82.9,94.65,85.48,62.81,NA,NA,90.61,94.41,106.88,98.03,75.91,96.36,103.05,104.34,109.62,121.73,109.54,82.55,80.83,105.34,108.57,110.17,119,105.6,78.07,99.51,99.85,104.87,106.68,118.43,109.95,84.94,106.75,106.27,107.96,113.86,125.22,113.46,87.66,107.39,109.59,109.79,111.16,125.83,112.27,78.79,105.73,110.15,110.1,115.84,125.33,111.44,86.73,107.91,110.84,112.56,116.12,112.7,84.51,80.01,105.82,108.07,107.91,110.95,120.52,107,84.04,103.36,108.75,108.39,112.89,122.38,108.54,85.47,105.26,108.97,109.85,107.52,122.04,114.4,88.3,108.99,112.8,113.48,117.41,130.11,119.55,90.9,111.73,115.15,114.73,117.27,129.2,119.92,91.53,110.02,111.64,113.63,114.82,134.9,126.37,95.69,115.55,120.7,126.51,132.44,150.84,139.06,101.88,112.93,114.63,115.71,120.21,137.46,129.08,97.6,113.64,117.91,120.57,125.82,144.61,130.15,102.55,99.97,116.14,120.16,121.65,138.33,129.57,96.66,113.79,116.34,118.05,121.52,138.02,130.02,92.72,107.35,111.11,112.21,115.18,135.84,126.88,92.51,106.45,107.69,110.71,116.36,133.55,124.54
county,Pima County,transit,NA,Arizona,United States,100,106.22,110.97,104.48,111.36,100.19,80.96,95.83,109.97,112.09,108.5,109.42,96.25,71.8,103.36,110.51,109.77,108.19,106.53,94.52,72.92,107.15,106.84,100.58,108.23,111.94,98.69,78.37,102.47,102.05,113.29,112.32,119.78,104.91,83.16,106.49,116.45,102.55,106.76,103.05,90.23,84.4,120.28,114.14,107.96,110.04,115.64,92.16,76.21,106.57,105.76,103.98,113.4,118.23,101.93,85.63,110.27,106.45,108.34,95.75,86.67,78.76,60.56,74.08,66.74,51.99,62.34,57.13,54.58,41.64,53.84,54.85,55.97,52.99,47.08,49.13,41.44,54,44.42,43.84,43.92,44.11,42.41,40.56,49.21,51.18,53.07,47.32,45.08,38.55,32.48,47.35,49.02,46.47,48.2,46.81,43.22,40.29,43.8,47.55,46.58,49.52,52.11,45.5,41.44,49.94,53.07,50.29,51.33,53.92,46.62,42.26,52.68,54.89,51.8,50.41,54.04,53.53,44.88,42.41,43.72,64.27,54.73,60.45,55.08,45.23,58.4,61.34,63.92,66.4,65.04,61.07,49.75,61.26,72.46,74.43,65.62,64.93,60.37,44.88,64.77,64.7,59.17,63.46,70.37,65.01,56.24,65.39,65.66,71.07,68.71,66.01,61.88,53.84,64.81,69.64,73.54,63.5,73.97,64.08,52.84,73.23,68.64,67.36,61.92,68.21,67.52,60.76,67.83,69.45,63.92,60.99,55.89,52.88,51.87,66.9,59.56,61.41,62.22,62.57,54.96,47.59,54.35,61.95,59.56,62.38,69.18,58.59,54.04,64.39,63.89,67.52,56.86,67.01,57.24,54.54,65.93,65.51,63.96,63,61.8,60.83,52.95,65.7,67.28,76.71,68.64,60.6,59.52,58.9,73.5,61.95,66.43,69.25,63.42,65.7,65.51,74.01,77.4,78.64,77.64,80.69,73.77,61.72,74.97,74.2,70.18,70.49,67.59,73.58,54.23,70.37,66.09,76.59,75.09,79.07,75.7,59.44,65.89,78.91,74.78,80.61,80.22,74.31,66.59,74.39,80.57,84.28,83.62,89.46,84.43,74.47,88.06,85.21,86.21,82.39,84.59,76.79,67.59,84.67,73.08,74.7,77.87,87.76,76.44
