geo_type,region,transportation_type,alternative_name,sub-region,country,date,rel_mobility
city,Phoenix,driving,NA,Arizona,United States,2020-02-13,120
city,Phoenix,driving,NA,Arizona,United States,2020-02-14,138.14
city,Phoenix,driving,NA,Arizona,United States,2020-02-15,121.81
city,Phoenix,driving,NA,Arizona,United States,2020-02-16,90.82
city,Phoenix,driving,NA,Arizona,United States,2020-02-17,106.32
city,Phoenix,driving,NA,Arizona,United States,2020-02-18,110.32
city,Phoenix,driving,NA,Arizona,United States,2020-02-19,115.63
city,Phoenix,driving,NA,Arizona,United States,2020-02-20,118.88
city,Phoenix,driving,NA,Arizona,United States,2020-02-21,135.8
city,Phoenix,driving,NA,Arizona,United States,2020-02-22,129.21
city,Phoenix,driving,NA,Arizona,United States,2020-02-23,99.78
city,Phoenix,driving,NA,Arizona,United States,2020-02-24,112.94
city,Phoenix,driving,NA,Arizona,United States,2020-02-25,116.18
city,Phoenix,driving,NA,Arizona,United States,2020-02-26,117.12
city,Phoenix,driving,NA,Arizona,United States,2020-02-27,121.89
city,Phoenix,driving,NA,Arizona,United States,2020-02-28,136.75
city,Phoenix,driving,NA,Arizona,United States,2020-02-29,142.68
city,Phoenix,driving,NA,Arizona,United States,2020-03-01,98.21
city,Phoenix,driving,NA,Arizona,United States,2020-03-02,111.98
city,Phoenix,driving,NA,Arizona,United States,2020-03-03,115.34
city,Phoenix,driving,NA,Arizona,United States,2020-03-04,117.72
city,Phoenix,driving,NA,Arizona,United States,2020-03-05,124.28
city,Phoenix,driving,NA,Arizona,United States,2020-03-06,140.43
city,Phoenix,driving,NA,Arizona,United States,2020-03-07,130.55
city,Phoenix,driving,NA,Arizona,United States,2020-03-08,94.02
city,Phoenix,driving,NA,Arizona,United States,2020-03-09,111.09
city,Phoenix,driving,NA,Arizona,United States,2020-03-10,111.02
city,Phoenix,driving,NA,Arizona,United States,2020-03-11,109.11
city,Phoenix,driving,NA,Arizona,United States,2020-03-12,105.42
city,Phoenix,driving,NA,Arizona,United States,2020-03-13,113.62
city,Phoenix,driving,NA,Arizona,United States,2020-03-14,106.86
city,Phoenix,driving,NA,Arizona,United States,2020-03-15,76.55
city,Phoenix,driving,NA,Arizona,United States,2020-03-16,89.34
city,Phoenix,driving,NA,Arizona,United States,2020-03-17,83.27
city,Phoenix,driving,NA,Arizona,United States,2020-03-18,71.5
city,Phoenix,driving,NA,Arizona,United States,2020-03-19,72.25
city,Phoenix,driving,NA,Arizona,United States,2020-03-20,75.97
city,Phoenix,driving,NA,Arizona,United States,2020-03-21,65.89
city,Phoenix,driving,NA,Arizona,United States,2020-03-22,47.46
city,Phoenix,driving,NA,Arizona,United States,2020-03-23,61.65
city,Phoenix,driving,NA,Arizona,United States,2020-03-24,60.94
city,Phoenix,driving,NA,Arizona,United States,2020-03-25,60.33
city,Phoenix,driving,NA,Arizona,United States,2020-03-26,60.62
city,Phoenix,driving,NA,Arizona,United States,2020-03-27,65.84
city,Phoenix,driving,NA,Arizona,United States,2020-03-28,59.57
city,Phoenix,driving,NA,Arizona,United States,2020-03-29,45.26
city,Phoenix,driving,NA,Arizona,United States,2020-03-30,57.83
city,Phoenix,driving,NA,Arizona,United States,2020-03-31,56.68
city,Phoenix,driving,NA,Arizona,United States,2020-04-01,53.33
city,Phoenix,driving,NA,Arizona,United States,2020-04-02,54.9
city,Phoenix,driving,NA,Arizona,United States,2020-04-03,62.22
city,Phoenix,driving,NA,Arizona,United States,2020-04-04,53.69
city,Phoenix,driving,NA,Arizona,United States,2020-04-05,41.56
city,Phoenix,driving,NA,Arizona,United States,2020-04-06,53.65
city,Phoenix,driving,NA,Arizona,United States,2020-04-07,55.23
city,Phoenix,driving,NA,Arizona,United States,2020-04-08,55.34
city,Phoenix,driving,NA,Arizona,United States,2020-04-09,57.84
city,Phoenix,driving,NA,Arizona,United States,2020-04-10,64.9
city,Phoenix,driving,NA,Arizona,United States,2020-04-11,56.81
city,Phoenix,driving,NA,Arizona,United States,2020-04-12,36.59
city,Phoenix,driving,NA,Arizona,United States,2020-04-13,56.36
city,Phoenix,driving,NA,Arizona,United States,2020-04-14,58.32
city,Phoenix,driving,NA,Arizona,United States,2020-04-15,63.09
city,Phoenix,driving,NA,Arizona,United States,2020-04-16,63.64
city,Phoenix,driving,NA,Arizona,United States,2020-04-17,72.41
city,Phoenix,driving,NA,Arizona,United States,2020-04-18,65.56
city,Phoenix,driving,NA,Arizona,United States,2020-04-19,50.41
city,Phoenix,driving,NA,Arizona,United States,2020-04-20,64.17
city,Phoenix,driving,NA,Arizona,United States,2020-04-21,63.3
city,Phoenix,driving,NA,Arizona,United States,2020-04-22,64.67
city,Phoenix,driving,NA,Arizona,United States,2020-04-23,67.15
city,Phoenix,driving,NA,Arizona,United States,2020-04-24,74.82
city,Phoenix,driving,NA,Arizona,United States,2020-04-25,68.52
city,Phoenix,driving,NA,Arizona,United States,2020-04-26,51.95
city,Phoenix,driving,NA,Arizona,United States,2020-04-27,65.42
city,Phoenix,driving,NA,Arizona,United States,2020-04-28,66.69
city,Phoenix,driving,NA,Arizona,United States,2020-04-29,68.25
city,Phoenix,driving,NA,Arizona,United States,2020-04-30,71.37
city,Phoenix,driving,NA,Arizona,United States,2020-05-01,81.61
city,Phoenix,driving,NA,Arizona,United States,2020-05-02,75.87
city,Phoenix,driving,NA,Arizona,United States,2020-05-03,56.97
city,Phoenix,driving,NA,Arizona,United States,2020-05-04,71.39
city,Phoenix,driving,NA,Arizona,United States,2020-05-05,74.3
city,Phoenix,driving,NA,Arizona,United States,2020-05-06,73.47
city,Phoenix,driving,NA,Arizona,United States,2020-05-07,75.86
city,Phoenix,driving,NA,Arizona,United States,2020-05-08,87.05
city,Phoenix,driving,NA,Arizona,United States,2020-05-09,81.47
city,Phoenix,driving,NA,Arizona,United States,2020-05-10,58.8
city,Phoenix,driving,NA,Arizona,United States,2020-05-11,NA
city,Phoenix,driving,NA,Arizona,United States,2020-05-12,NA
city,Phoenix,driving,NA,Arizona,United States,2020-05-13,82.76
city,Phoenix,driving,NA,Arizona,United States,2020-05-14,86.16
city,Phoenix,driving,NA,Arizona,United States,2020-05-15,99.27
city,Phoenix,driving,NA,Arizona,United States,2020-05-16,94.46
city,Phoenix,driving,NA,Arizona,United States,2020-05-17,73.32
city,Phoenix,driving,NA,Arizona,United States,2020-05-18,89.59
city,Phoenix,driving,NA,Arizona,United States,2020-05-19,92.46
city,Phoenix,driving,NA,Arizona,United States,2020-05-20,94.24
city,Phoenix,driving,NA,Arizona,United States,2020-05-21,98
city,Phoenix,driving,NA,Arizona,United States,2020-05-22,111.41
city,Phoenix,driving,NA,Arizona,United States,2020-05-23,99.43
city,Phoenix,driving,NA,Arizona,United States,2020-05-24,79.71
city,Phoenix,driving,NA,Arizona,United States,2020-05-25,78.66
city,Phoenix,driving,NA,Arizona,United States,2020-05-26,95.37
city,Phoenix,driving,NA,Arizona,United States,2020-05-27,97.49
city,Phoenix,driving,NA,Arizona,United States,2020-05-28,99.3
city,Phoenix,driving,NA,Arizona,United States,2020-05-29,110.96
city,Phoenix,driving,NA,Arizona,United States,2020-05-30,103.63
city,Phoenix,driving,NA,Arizona,United States,2020-05-31,74.32
city,Phoenix,driving,NA,Arizona,United States,2020-06-01,90.53
city,Phoenix,driving,NA,Arizona,United States,2020-06-02,92.35
city,Phoenix,driving,NA,Arizona,United States,2020-06-03,96.03
city,Phoenix,driving,NA,Arizona,United States,2020-06-04,98.61
city,Phoenix,driving,NA,Arizona,United States,2020-06-05,110.23
city,Phoenix,driving,NA,Arizona,United States,2020-06-06,104.05
city,Phoenix,driving,NA,Arizona,United States,2020-06-07,81.19
city,Phoenix,driving,NA,Arizona,United States,2020-06-08,98.97
city,Phoenix,driving,NA,Arizona,United States,2020-06-09,100.35
city,Phoenix,driving,NA,Arizona,United States,2020-06-10,101.12
city,Phoenix,driving,NA,Arizona,United States,2020-06-11,104.32
city,Phoenix,driving,NA,Arizona,United States,2020-06-12,115.58
city,Phoenix,driving,NA,Arizona,United States,2020-06-13,111.2
city,Phoenix,driving,NA,Arizona,United States,2020-06-14,84.11
city,Phoenix,driving,NA,Arizona,United States,2020-06-15,99.23
city,Phoenix,driving,NA,Arizona,United States,2020-06-16,101.26
city,Phoenix,driving,NA,Arizona,United States,2020-06-17,101.78
city,Phoenix,driving,NA,Arizona,United States,2020-06-18,103.95
city,Phoenix,driving,NA,Arizona,United States,2020-06-19,115.43
city,Phoenix,driving,NA,Arizona,United States,2020-06-20,105.64
city,Phoenix,driving,NA,Arizona,United States,2020-06-21,75.57
city,Phoenix,driving,NA,Arizona,United States,2020-06-22,98.26
city,Phoenix,driving,NA,Arizona,United States,2020-06-23,101.7
city,Phoenix,driving,NA,Arizona,United States,2020-06-24,100.72
city,Phoenix,driving,NA,Arizona,United States,2020-06-25,102.39
city,Phoenix,driving,NA,Arizona,United States,2020-06-26,113.55
city,Phoenix,driving,NA,Arizona,United States,2020-06-27,104.28
city,Phoenix,driving,NA,Arizona,United States,2020-06-28,79.44
city,Phoenix,driving,NA,Arizona,United States,2020-06-29,95.83
city,Phoenix,driving,NA,Arizona,United States,2020-06-30,97.73
city,Phoenix,driving,NA,Arizona,United States,2020-07-01,99.24
city,Phoenix,driving,NA,Arizona,United States,2020-07-02,103.88
city,Phoenix,driving,NA,Arizona,United States,2020-07-03,99.19
city,Phoenix,driving,NA,Arizona,United States,2020-07-04,74.45
city,Phoenix,driving,NA,Arizona,United States,2020-07-05,69.45
city,Phoenix,driving,NA,Arizona,United States,2020-07-06,92
city,Phoenix,driving,NA,Arizona,United States,2020-07-07,94.51
city,Phoenix,driving,NA,Arizona,United States,2020-07-08,95.44
city,Phoenix,driving,NA,Arizona,United States,2020-07-09,97.22
city,Phoenix,driving,NA,Arizona,United States,2020-07-10,107
city,Phoenix,driving,NA,Arizona,United States,2020-07-11,96.3
city,Phoenix,driving,NA,Arizona,United States,2020-07-12,74.68
city,Phoenix,driving,NA,Arizona,United States,2020-07-13,92.78
city,Phoenix,driving,NA,Arizona,United States,2020-07-14,95.76
city,Phoenix,driving,NA,Arizona,United States,2020-07-15,97.39
city,Phoenix,driving,NA,Arizona,United States,2020-07-16,102.7
city,Phoenix,driving,NA,Arizona,United States,2020-07-17,109.87
city,Phoenix,driving,NA,Arizona,United States,2020-07-18,100.7
city,Phoenix,driving,NA,Arizona,United States,2020-07-19,77.64
city,Phoenix,driving,NA,Arizona,United States,2020-07-20,94.26
city,Phoenix,driving,NA,Arizona,United States,2020-07-21,97.36
city,Phoenix,driving,NA,Arizona,United States,2020-07-22,99.2
city,Phoenix,driving,NA,Arizona,United States,2020-07-23,100.71
city,Phoenix,driving,NA,Arizona,United States,2020-07-24,111.93
city,Phoenix,driving,NA,Arizona,United States,2020-07-25,105.53
city,Phoenix,driving,NA,Arizona,United States,2020-07-26,81.7
city,Phoenix,driving,NA,Arizona,United States,2020-07-27,97.23
city,Phoenix,driving,NA,Arizona,United States,2020-07-28,99.65
city,Phoenix,driving,NA,Arizona,United States,2020-07-29,103.79
city,Phoenix,driving,NA,Arizona,United States,2020-07-30,104.69
city,Phoenix,driving,NA,Arizona,United States,2020-07-31,115.51
city,Phoenix,driving,NA,Arizona,United States,2020-08-01,111.57
city,Phoenix,driving,NA,Arizona,United States,2020-08-02,85.14
city,Phoenix,driving,NA,Arizona,United States,2020-08-03,100.43
city,Phoenix,driving,NA,Arizona,United States,2020-08-04,102.72
city,Phoenix,driving,NA,Arizona,United States,2020-08-05,100.07
city,Phoenix,driving,NA,Arizona,United States,2020-08-06,102.48
city,Phoenix,driving,NA,Arizona,United States,2020-08-07,116.93
city,Phoenix,driving,NA,Arizona,United States,2020-08-08,111.19
city,Phoenix,driving,NA,Arizona,United States,2020-08-09,84.28
city,Phoenix,driving,NA,Arizona,United States,2020-08-10,97.55
city,Phoenix,driving,NA,Arizona,United States,2020-08-11,101.6
city,Phoenix,driving,NA,Arizona,United States,2020-08-12,101.83
city,Phoenix,driving,NA,Arizona,United States,2020-08-13,104.75
city,Phoenix,driving,NA,Arizona,United States,2020-08-14,122.16
city,Phoenix,driving,NA,Arizona,United States,2020-08-15,114.94
city,Phoenix,driving,NA,Arizona,United States,2020-08-16,86.59
city,Phoenix,driving,NA,Arizona,United States,2020-08-17,102.15
city,Phoenix,driving,NA,Arizona,United States,2020-08-18,103.9
city,Phoenix,driving,NA,Arizona,United States,2020-08-19,105.16
city,Phoenix,driving,NA,Arizona,United States,2020-08-20,105.97
city,Phoenix,driving,NA,Arizona,United States,2020-08-21,122.39
city,Phoenix,driving,NA,Arizona,United States,2020-08-22,117.77
city,Phoenix,driving,NA,Arizona,United States,2020-08-23,87.51
city,Phoenix,driving,NA,Arizona,United States,2020-08-24,98.49
city,Phoenix,driving,NA,Arizona,United States,2020-08-25,100.83
city,Phoenix,driving,NA,Arizona,United States,2020-08-26,102.29
city,Phoenix,driving,NA,Arizona,United States,2020-08-27,104.59
city,Phoenix,driving,NA,Arizona,United States,2020-08-28,119.49
city,Phoenix,driving,NA,Arizona,United States,2020-08-29,114.1
city,Phoenix,driving,NA,Arizona,United States,2020-08-30,85.85
city,Phoenix,driving,NA,Arizona,United States,2020-08-31,100.24
city,Phoenix,driving,NA,Arizona,United States,2020-09-01,103.26
city,Phoenix,driving,NA,Arizona,United States,2020-09-02,105.27
city,Phoenix,driving,NA,Arizona,United States,2020-09-03,109.8
city,Phoenix,driving,NA,Arizona,United States,2020-09-04,127.03
city,Phoenix,driving,NA,Arizona,United States,2020-09-05,114.17
city,Phoenix,driving,NA,Arizona,United States,2020-09-06,88.96
city,Phoenix,driving,NA,Arizona,United States,2020-09-07,86.82
city,Phoenix,driving,NA,Arizona,United States,2020-09-08,101.46
city,Phoenix,driving,NA,Arizona,United States,2020-09-09,105.4
city,Phoenix,driving,NA,Arizona,United States,2020-09-10,109.07
city,Phoenix,driving,NA,Arizona,United States,2020-09-11,122.34
city,Phoenix,driving,NA,Arizona,United States,2020-09-12,121.95
city,Phoenix,driving,NA,Arizona,United States,2020-09-13,88.25
city,Phoenix,driving,NA,Arizona,United States,2020-09-14,103.31
city,Phoenix,driving,NA,Arizona,United States,2020-09-15,104.03
city,Phoenix,driving,NA,Arizona,United States,2020-09-16,106.16
city,Phoenix,driving,NA,Arizona,United States,2020-09-17,108.93
city,Phoenix,driving,NA,Arizona,United States,2020-09-18,127.26
city,Phoenix,driving,NA,Arizona,United States,2020-09-19,122.25
city,Phoenix,driving,NA,Arizona,United States,2020-09-20,89.29
city,Phoenix,driving,NA,Arizona,United States,2020-09-21,100.56
city,Phoenix,driving,NA,Arizona,United States,2020-09-22,102.39
city,Phoenix,driving,NA,Arizona,United States,2020-09-23,104.12
city,Phoenix,driving,NA,Arizona,United States,2020-09-24,106.45
city,Phoenix,driving,NA,Arizona,United States,2020-09-25,122.44
city,Phoenix,driving,NA,Arizona,United States,2020-09-26,121.16
city,Phoenix,driving,NA,Arizona,United States,2020-09-27,85.96
city,Phoenix,driving,NA,Arizona,United States,2020-09-28,97.22
city,Phoenix,driving,NA,Arizona,United States,2020-09-29,98.36
city,Phoenix,driving,NA,Arizona,United States,2020-09-30,101.96
city,Phoenix,driving,NA,Arizona,United States,2020-10-01,106.59
city,Phoenix,driving,NA,Arizona,United States,2020-10-02,120.98
city,Phoenix,driving,NA,Arizona,United States,2020-10-03,117.05
city,Phoenix,transit,NA,Arizona,United States,2020-01-13,100
city,Phoenix,transit,NA,Arizona,United States,2020-01-14,106.52
city,Phoenix,transit,NA,Arizona,United States,2020-01-15,101.87
city,Phoenix,transit,NA,Arizona,United States,2020-01-16,100.82
city,Phoenix,transit,NA,Arizona,United States,2020-01-17,105.16
city,Phoenix,transit,NA,Arizona,United States,2020-01-18,91.88
city,Phoenix,transit,NA,Arizona,United States,2020-01-19,76.41
city,Phoenix,transit,NA,Arizona,United States,2020-01-20,93.08
city,Phoenix,transit,NA,Arizona,United States,2020-01-21,98.96
city,Phoenix,transit,NA,Arizona,United States,2020-01-22,104.56
city,Phoenix,transit,NA,Arizona,United States,2020-01-23,99.17
city,Phoenix,transit,NA,Arizona,United States,2020-01-24,104.23
city,Phoenix,transit,NA,Arizona,United States,2020-01-25,91.12
city,Phoenix,transit,NA,Arizona,United States,2020-01-26,72
city,Phoenix,transit,NA,Arizona,United States,2020-01-27,99.23
city,Phoenix,transit,NA,Arizona,United States,2020-01-28,99.69
city,Phoenix,transit,NA,Arizona,United States,2020-01-29,102.22
city,Phoenix,transit,NA,Arizona,United States,2020-01-30,102.26
city,Phoenix,transit,NA,Arizona,United States,2020-01-31,107.84
city,Phoenix,transit,NA,Arizona,United States,2020-02-01,93.76
city,Phoenix,transit,NA,Arizona,United States,2020-02-02,71.58
city,Phoenix,transit,NA,Arizona,United States,2020-02-03,97.06
city,Phoenix,transit,NA,Arizona,United States,2020-02-04,100.53
city,Phoenix,transit,NA,Arizona,United States,2020-02-05,100.89
city,Phoenix,transit,NA,Arizona,United States,2020-02-06,98.64
city,Phoenix,transit,NA,Arizona,United States,2020-02-07,109.81
city,Phoenix,transit,NA,Arizona,United States,2020-02-08,99.8
city,Phoenix,transit,NA,Arizona,United States,2020-02-09,75.87
city,Phoenix,transit,NA,Arizona,United States,2020-02-10,96.51
city,Phoenix,transit,NA,Arizona,United States,2020-02-11,101.08
city,Phoenix,transit,NA,Arizona,United States,2020-02-12,106.45
city,Phoenix,transit,NA,Arizona,United States,2020-02-13,105.28
city,Phoenix,transit,NA,Arizona,United States,2020-02-14,110.02
city,Phoenix,transit,NA,Arizona,United States,2020-02-15,94.05
city,Phoenix,transit,NA,Arizona,United States,2020-02-16,79.67
city,Phoenix,transit,NA,Arizona,United States,2020-02-17,97.86
city,Phoenix,transit,NA,Arizona,United States,2020-02-18,103.87
city,Phoenix,transit,NA,Arizona,United States,2020-02-19,104.89
city,Phoenix,transit,NA,Arizona,United States,2020-02-20,104.44
city,Phoenix,transit,NA,Arizona,United States,2020-02-21,112
city,Phoenix,transit,NA,Arizona,United States,2020-02-22,91.85
city,Phoenix,transit,NA,Arizona,United States,2020-02-23,85.49
city,Phoenix,transit,NA,Arizona,United States,2020-02-24,102.84
city,Phoenix,transit,NA,Arizona,United States,2020-02-25,110.35
city,Phoenix,transit,NA,Arizona,United States,2020-02-26,103.18
city,Phoenix,transit,NA,Arizona,United States,2020-02-27,100.09
city,Phoenix,transit,NA,Arizona,United States,2020-02-28,109.35
city,Phoenix,transit,NA,Arizona,United States,2020-02-29,102.76
city,Phoenix,transit,NA,Arizona,United States,2020-03-01,82.27
city,Phoenix,transit,NA,Arizona,United States,2020-03-02,103.69
city,Phoenix,transit,NA,Arizona,United States,2020-03-03,105.7
city,Phoenix,transit,NA,Arizona,United States,2020-03-04,105.88
city,Phoenix,transit,NA,Arizona,United States,2020-03-05,105.23
city,Phoenix,transit,NA,Arizona,United States,2020-03-06,117.88
city,Phoenix,transit,NA,Arizona,United States,2020-03-07,102.6
city,Phoenix,transit,NA,Arizona,United States,2020-03-08,80.26
city,Phoenix,transit,NA,Arizona,United States,2020-03-09,100.98
city,Phoenix,transit,NA,Arizona,United States,2020-03-10,96.33
city,Phoenix,transit,NA,Arizona,United States,2020-03-11,85.38
city,Phoenix,transit,NA,Arizona,United States,2020-03-12,82.61
city,Phoenix,transit,NA,Arizona,United States,2020-03-13,81.97
city,Phoenix,transit,NA,Arizona,United States,2020-03-14,77.57
city,Phoenix,transit,NA,Arizona,United States,2020-03-15,63.75
city,Phoenix,transit,NA,Arizona,United States,2020-03-16,83.36
city,Phoenix,transit,NA,Arizona,United States,2020-03-17,68.85
city,Phoenix,transit,NA,Arizona,United States,2020-03-18,55.34
city,Phoenix,transit,NA,Arizona,United States,2020-03-19,56.57
city,Phoenix,transit,NA,Arizona,United States,2020-03-20,55.44
city,Phoenix,transit,NA,Arizona,United States,2020-03-21,47.82
city,Phoenix,transit,NA,Arizona,United States,2020-03-22,40.34
city,Phoenix,transit,NA,Arizona,United States,2020-03-23,53.01
city,Phoenix,transit,NA,Arizona,United States,2020-03-24,50.59
city,Phoenix,transit,NA,Arizona,United States,2020-03-25,48.96
city,Phoenix,transit,NA,Arizona,United States,2020-03-26,49.49
city,Phoenix,transit,NA,Arizona,United States,2020-03-27,48.28
city,Phoenix,transit,NA,Arizona,United States,2020-03-28,42.99
city,Phoenix,transit,NA,Arizona,United States,2020-03-29,39.71
city,Phoenix,transit,NA,Arizona,United States,2020-03-30,47.74
city,Phoenix,transit,NA,Arizona,United States,2020-03-31,42.49
city,Phoenix,transit,NA,Arizona,United States,2020-04-01,42.08
city,Phoenix,transit,NA,Arizona,United States,2020-04-02,40.69
city,Phoenix,transit,NA,Arizona,United States,2020-04-03,41.45
city,Phoenix,transit,NA,Arizona,United States,2020-04-04,40.21
city,Phoenix,transit,NA,Arizona,United States,2020-04-05,36.15
city,Phoenix,transit,NA,Arizona,United States,2020-04-06,42.08
city,Phoenix,transit,NA,Arizona,United States,2020-04-07,40.64
city,Phoenix,transit,NA,Arizona,United States,2020-04-08,39.22
city,Phoenix,transit,NA,Arizona,United States,2020-04-09,41.84
city,Phoenix,transit,NA,Arizona,United States,2020-04-10,42.02
city,Phoenix,transit,NA,Arizona,United States,2020-04-11,38.34
city,Phoenix,transit,NA,Arizona,United States,2020-04-12,30.87
city,Phoenix,transit,NA,Arizona,United States,2020-04-13,42.3
city,Phoenix,transit,NA,Arizona,United States,2020-04-14,37.46
city,Phoenix,transit,NA,Arizona,United States,2020-04-15,40.15
city,Phoenix,transit,NA,Arizona,United States,2020-04-16,38.44
city,Phoenix,transit,NA,Arizona,United States,2020-04-17,42.1
city,Phoenix,transit,NA,Arizona,United States,2020-04-18,38.96
city,Phoenix,transit,NA,Arizona,United States,2020-04-19,35.8
city,Phoenix,transit,NA,Arizona,United States,2020-04-20,41.22
city,Phoenix,transit,NA,Arizona,United States,2020-04-21,40.44
city,Phoenix,transit,NA,Arizona,United States,2020-04-22,40.11
city,Phoenix,transit,NA,Arizona,United States,2020-04-23,42.12
city,Phoenix,transit,NA,Arizona,United States,2020-04-24,42.94
city,Phoenix,transit,NA,Arizona,United States,2020-04-25,37.68
city,Phoenix,transit,NA,Arizona,United States,2020-04-26,33.88
city,Phoenix,transit,NA,Arizona,United States,2020-04-27,41.39
city,Phoenix,transit,NA,Arizona,United States,2020-04-28,42.56
city,Phoenix,transit,NA,Arizona,United States,2020-04-29,43.76
city,Phoenix,transit,NA,Arizona,United States,2020-04-30,42.24
city,Phoenix,transit,NA,Arizona,United States,2020-05-01,46.96
city,Phoenix,transit,NA,Arizona,United States,2020-05-02,41.55
city,Phoenix,transit,NA,Arizona,United States,2020-05-03,36.92
city,Phoenix,transit,NA,Arizona,United States,2020-05-04,45.4
city,Phoenix,transit,NA,Arizona,United States,2020-05-05,44.19
city,Phoenix,transit,NA,Arizona,United States,2020-05-06,43.64
city,Phoenix,transit,NA,Arizona,United States,2020-05-07,44.65
city,Phoenix,transit,NA,Arizona,United States,2020-05-08,48.55
city,Phoenix,transit,NA,Arizona,United States,2020-05-09,42.92
city,Phoenix,transit,NA,Arizona,United States,2020-05-10,35.9
city,Phoenix,transit,NA,Arizona,United States,2020-05-11,NA
city,Phoenix,transit,NA,Arizona,United States,2020-05-12,NA
city,Phoenix,transit,NA,Arizona,United States,2020-05-13,47.88
city,Phoenix,transit,NA,Arizona,United States,2020-05-14,46.64
city,Phoenix,transit,NA,Arizona,United States,2020-05-15,50.63
city,Phoenix,transit,NA,Arizona,United States,2020-05-16,47.02
city,Phoenix,transit,NA,Arizona,United States,2020-05-17,40.35
city,Phoenix,transit,NA,Arizona,United States,2020-05-18,51.13
city,Phoenix,transit,NA,Arizona,United States,2020-05-19,51.09
city,Phoenix,transit,NA,Arizona,United States,2020-05-20,51.46
city,Phoenix,transit,NA,Arizona,United States,2020-05-21,48.82
city,Phoenix,transit,NA,Arizona,United States,2020-05-22,56.11
city,Phoenix,transit,NA,Arizona,United States,2020-05-23,50.46
city,Phoenix,transit,NA,Arizona,United States,2020-05-24,45.41
city,Phoenix,transit,NA,Arizona,United States,2020-05-25,48.73
city,Phoenix,transit,NA,Arizona,United States,2020-05-26,54.13
city,Phoenix,transit,NA,Arizona,United States,2020-05-27,52.49
city,Phoenix,transit,NA,Arizona,United States,2020-05-28,53.07
city,Phoenix,transit,NA,Arizona,United States,2020-05-29,56.28
city,Phoenix,transit,NA,Arizona,United States,2020-05-30,51.23
city,Phoenix,transit,NA,Arizona,United States,2020-05-31,45.22
city,Phoenix,transit,NA,Arizona,United States,2020-06-01,51.17
city,Phoenix,transit,NA,Arizona,United States,2020-06-02,52.82
city,Phoenix,transit,NA,Arizona,United States,2020-06-03,52.39
city,Phoenix,transit,NA,Arizona,United States,2020-06-04,51.03
city,Phoenix,transit,NA,Arizona,United States,2020-06-05,53.94
city,Phoenix,transit,NA,Arizona,United States,2020-06-06,50.58
city,Phoenix,transit,NA,Arizona,United States,2020-06-07,46.53
city,Phoenix,transit,NA,Arizona,United States,2020-06-08,54.79
city,Phoenix,transit,NA,Arizona,United States,2020-06-09,54.57
city,Phoenix,transit,NA,Arizona,United States,2020-06-10,55.16
city,Phoenix,transit,NA,Arizona,United States,2020-06-11,56.66
city,Phoenix,transit,NA,Arizona,United States,2020-06-12,58.3
city,Phoenix,transit,NA,Arizona,United States,2020-06-13,55.07
city,Phoenix,transit,NA,Arizona,United States,2020-06-14,47.87
city,Phoenix,transit,NA,Arizona,United States,2020-06-15,57.18
city,Phoenix,transit,NA,Arizona,United States,2020-06-16,55.6
city,Phoenix,transit,NA,Arizona,United States,2020-06-17,56.22
