X1,geo_type,region,transportation_type,alternative_name,sub-region,country,date,rel_mobility
2,city,Albany,transit,NA,New York,United States,2020-02-10,134.18
2,city,Albany,transit,NA,New York,United States,2020-02-11,143.43
2,city,Albany,transit,NA,New York,United States,2020-02-12,137.58
2,city,Albany,transit,NA,New York,United States,2020-02-13,148.63
2,city,Albany,transit,NA,New York,United States,2020-02-14,159.27
2,city,Albany,transit,NA,New York,United States,2020-02-15,131.82
2,city,Albany,transit,NA,New York,United States,2020-02-16,116.95
2,city,Albany,transit,NA,New York,United States,2020-02-17,131.17
2,city,Albany,transit,NA,New York,United States,2020-02-18,130.33
2,city,Albany,transit,NA,New York,United States,2020-02-19,136.83
2,city,Albany,transit,NA,New York,United States,2020-02-20,132.65
2,city,Albany,transit,NA,New York,United States,2020-02-21,166.7
2,city,Albany,transit,NA,New York,United States,2020-02-22,132.84
2,city,Albany,transit,NA,New York,United States,2020-02-23,103.48
2,city,Albany,transit,NA,New York,United States,2020-02-24,121.41
2,city,Albany,transit,NA,New York,United States,2020-02-25,129.49
2,city,Albany,transit,NA,New York,United States,2020-02-26,133.21
2,city,Albany,transit,NA,New York,United States,2020-02-27,130.05
2,city,Albany,transit,NA,New York,United States,2020-02-28,150.86
2,city,Albany,transit,NA,New York,United States,2020-02-29,135.86
2,city,Albany,transit,NA,New York,United States,2020-03-01,104.88
2,city,Albany,transit,NA,New York,United States,2020-03-02,118.86
2,city,Albany,transit,NA,New York,United States,2020-03-03,123.55
2,city,Albany,transit,NA,New York,United States,2020-03-04,140.41
2,city,Albany,transit,NA,New York,United States,2020-03-05,139.71
2,city,Albany,transit,NA,New York,United States,2020-03-06,160.15
2,city,Albany,transit,NA,New York,United States,2020-03-07,149.61
2,city,Albany,transit,NA,New York,United States,2020-03-08,106.04
2,city,Albany,transit,NA,New York,United States,2020-03-09,146.54
2,city,Albany,transit,NA,New York,United States,2020-03-10,119.65
2,city,Albany,transit,NA,New York,United States,2020-03-11,128.19
2,city,Albany,transit,NA,New York,United States,2020-03-12,123.27
2,city,Albany,transit,NA,New York,United States,2020-03-13,98.05
2,city,Albany,transit,NA,New York,United States,2020-03-14,76.41
2,city,Albany,transit,NA,New York,United States,2020-03-15,60.2
2,city,Albany,transit,NA,New York,United States,2020-03-16,71.34
2,city,Albany,transit,NA,New York,United States,2020-03-17,59.27
2,city,Albany,transit,NA,New York,United States,2020-03-18,60.1
2,city,Albany,transit,NA,New York,United States,2020-03-19,54.34
2,city,Albany,transit,NA,New York,United States,2020-03-20,52.3
2,city,Albany,transit,NA,New York,United States,2020-03-21,48.95
2,city,Albany,transit,NA,New York,United States,2020-03-22,28.38
2,city,Albany,transit,NA,New York,United States,2020-03-23,45.94
2,city,Albany,transit,NA,New York,United States,2020-03-24,40.78
2,city,Albany,transit,NA,New York,United States,2020-03-25,41.24
2,city,Albany,transit,NA,New York,United States,2020-03-26,35.49
2,city,Albany,transit,NA,New York,United States,2020-03-27,44.12
2,city,Albany,transit,NA,New York,United States,2020-03-28,31.03
2,city,Albany,transit,NA,New York,United States,2020-03-29,33.07
2,city,Albany,transit,NA,New York,United States,2020-03-30,39.76
2,city,Albany,transit,NA,New York,United States,2020-03-31,36.74
2,city,Albany,transit,NA,New York,United States,2020-04-01,39.57
2,city,Albany,transit,NA,New York,United States,2020-04-02,35.9
2,city,Albany,transit,NA,New York,United States,2020-04-03,34.05
2,city,Albany,transit,NA,New York,United States,2020-04-04,35.21
2,city,Albany,transit,NA,New York,United States,2020-04-05,28.84
2,city,Albany,transit,NA,New York,United States,2020-04-06,37.3
2,city,Albany,transit,NA,New York,United States,2020-04-07,33.81
2,city,Albany,transit,NA,New York,United States,2020-04-08,37.71
2,city,Albany,transit,NA,New York,United States,2020-04-09,36.37
2,city,Albany,transit,NA,New York,United States,2020-04-10,36.41
2,city,Albany,transit,NA,New York,United States,2020-04-11,34.05
