"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19","X2020.09.20"
"2264","county","Bosque County","driving","","Texas","United States",100,95.37,98.4,90.11,119.26,138.41,92.17,107.72,86.56,72.97,99.28,126.42,136.2,96.81,87.49,100.67,95.21,93.82,125.23,144.03,88.36,92.64,93.61,74.15,93.82,132.7,131.67,99.49,93.15,77.45,77.03,99.59,129.97,136.46,114.88,109.47,91.09,93.41,102.11,139.6,146.24,120.08,96.81,104.94,100.67,122.61,153.04,144.28,110.3,112.92,98.97,82.54,110.61,180.18,211.53,136.2,115.35,122.3,129.81,132.23,148.61,141.09,115.5,99.9,79.81,86.71,85.38,95.21,82.96,65.29,74,72.14,79.51,84.55,84.04,87.95,75.39,58.65,68.64,81.31,67.51,72.35,72.66,58.19,63.23,76.62,78.37,72.14,111.33,71.88,67.92,74.92,81.77,85.84,89.13,102.37,92.02,92.07,82.54,82.18,81.1,96.29,112.67,111.48,114.42,100.41,91.66,103.71,109.32,130.12,148.2,116.58,112.56,105.72,104.89,121.88,133.06,153.5,115.24,NA,NA,116.58,126.47,168.8,114.78,152.16,131.82,124.82,135.74,136.71,207.88,191.81,150.1,119.88,115.65,135.12,141.66,176.62,198.04,212.41,135.07,131.31,140.68,169.62,203.5,209.11,177.19,146.86,150.21,152.99,169.41,195.98,225.59,202.94,145.98,134.19,136.2,139.34,216.37,212.46,184.14,131.46,121.27,143.56,142.79,188.88,177.7,149.79,157,147.17,154.94,189.8,195.16,192.48,167.15,138.72,128.78,149.49,154.74,186.1,186.1,165.19,150.46,130.84,137.8,158.65,209.89,232.9,197.06,142.02,137.69,151.03,152.01,188.26,201.24,178.01,139.8,144.95,140.27,139.5,183.52,182.49,161.38,141.61,137.9,141.09,153.55,202.21,205.3,178.06,140.78,154.12,140.01,143.31,197.22,190.27,162.72,145.73,142.33,139.6,168.49,188.93,208.7,148.35,129.3,154.84,141.81,163.54,184.4,169.72,143.72,141.19,131.15,117.87,143,231.2,198.87,180.64,188.31,136.71,106.59,139.8,192.33,184.19,138.98,116.43,142.69,139.55,159.17,199.28,178.89,140.63
"2272","county","Bowie County","driving","","Texas","United States",100,94.81,96.85,103.94,123.88,119.19,90.46,106.29,96.04,87.23,98,124.23,117.48,87.82,96.39,94.1,95.42,105.76,125.23,117.73,88.93,99.42,101.26,96.87,107.81,125.49,123.97,90.6,102.05,105.39,103.46,113.74,150.25,129.63,106.98,117.14,107.71,108.37,112.58,138.3,135.91,96.65,110.69,113,115.83,125.51,149.68,139.09,105.25,111.81,118.13,111.56,135.74,166.1,160.9,133.91,123.02,127,129.35,128.97,146.2,138.59,102.59,104.52,102.03,92.06,98.16,103.32,91.77,64.8,78.89,81.45,80.67,86.97,90.98,58.61,58.36,67.06,76.21,74.32,77.42,81.34,65.72,54.13,72.19,73.74,77.4,78.77,82.48,64.82,48.82,81.86,78.35,90.33,97.78,98.83,86.57,62.63,90.67,92.94,85.98,101.92,106.97,99.28,82.59,101.78,96.72,104.88,112.69,129.59,113.37,93.38,114.37,116.67,121.49,127.51,143.56,136.37,95.95,NA,NA,129.87,137.71,156.33,134.04,117.52,138.65,143.32,149.14,159.04,184.78,152.72,122.67,133.26,143.18,150.5,157.66,187.15,170.5,131.89,149.02,145.69,156.86,165.62,199.87,186.94,152.31,150.42,151.92,158.61,174.8,198.98,186.08,147.02,165.82,168.86,163.78,178.79,207.24,190.76,134.06,169.2,166.63,174.05,189.69,204.21,193.89,146.12,162.55,166.15,179.52,197.24,195.91,139.49,152.1,166.62,162.27,163.66,170.97,202.5,181.54,145.18,170.32,160.49,173.39,185.06,199.37,185.66,144.99,158.29,159.43,163.32,178.13,201.96,186.4,147.12,170.15,160.2,162.84,184.21,196.08,192.09,148.45,170.42,166.54,161.28,180.17,202.04,182.61,149.64,165.47,158.61,155.6,168.16,203.34,187.43,147.46,157.15,154.91,158.36,177.45,196.53,183.24,143.03,152.8,160.63,175.45,124.91,195.07,175.9,129.99,147.46,151.62,153.59,170.25,221.97,199.71,157.62,155.52,156.98,156.45,167.68,197.73,181.49,133.17,159,155.14,153.17,168.83,198.7,179.1,131.04
"2281","county","Brazoria County","driving","","Texas","United States",100,102.77,105.57,111.58,129.34,125.26,93.39,105.51,105.09,98.03,109.56,133.33,131.29,85.53,99.35,98.58,102.7,107.37,127.95,135.83,90.58,100.12,105.01,99.39,105.12,127.67,141.21,90.31,101.23,105.61,107.01,121.34,149.21,137.01,98.93,111.21,109.18,109.99,111.33,139.08,144.61,96.56,104.1,115.79,112.36,125.81,148.16,155.4,101.27,112.12,118.84,110.64,122.09,144.04,146.58,106.29,120.06,126.91,124.38,126.52,127.94,125.53,88.43,96.27,92.65,90.24,88.87,89.1,73.58,55.9,74.6,75.31,69.72,70.83,77.76,66.31,56.11,66.74,69.79,72.08,71.79,77.64,62.14,54.72,66.44,71.27,71.83,76.02,80.62,72.6,50.38,73.52,76.01,81.04,86.56,93.39,83.31,63.65,84.17,84.22,83.1,93.82,104.02,100.67,83.26,89.83,86.96,89.69,101.2,116.5,124.48,99.66,101.15,105.18,105.92,110.52,123.81,133.23,101.07,NA,NA,117.48,121.46,132.89,125.04,110.7,125.11,130.3,131.82,139.83,165.8,180.82,130.56,115.72,129.04,136.64,137.94,161.36,176.92,118.13,127.75,137.34,135.31,147.6,172.82,209.24,137.29,138.21,144.09,145.09,150.1,172.08,191.96,147.18,141.25,144.42,144.89,152.08,178.63,173.58,121.75,119.66,136.27,130.31,132.76,149.97,146.96,116.11,135.74,134.67,141.66,153.32,156.66,122.31,107.81,130.94,134.09,138.73,139.84,159.94,168.31,129.48,136.67,134.69,139.34,145.55,155.84,166.06,127.04,131.89,127.25,137.11,147.08,147.12,118.47,105.2,130.88,129.18,135.7,147.92,163.1,143.97,130.32,144.65,146.68,146.46,151.5,171.24,195.64,137.36,138.76,142.58,144.54,149.47,172.86,187.85,136.15,135.22,139.46,139.26,144.19,162.89,170.4,123.05,124.46,154.15,106.43,103.7,139.55,152.49,114.53,128.42,134.23,141.45,147.73,168.49,169.47,156.48,129.74,125.83,134.25,136.99,163.2,182.35,123.56,131.82,135.18,137.59,140.61,167.22,175.17,99.64
"2282","county","Brazoria County","walking","","Texas","United States",100,109.24,117.59,128.92,138.15,143.71,113.14,122.92,123.42,101.98,113.25,142.5,166.52,105.55,107.75,106.6,101.65,111.82,147.44,168.17,104.95,108.19,121.11,107.53,115.72,141.89,163.06,104.07,119.52,110.78,114.51,143.27,171.96,172.84,114.24,128.48,120.34,116.93,116.33,149.53,186.48,117.81,107.26,128.7,114.57,127.71,151.84,183.73,120.89,127.43,132.22,116.38,129.3,154.76,172.24,121.5,154.98,144.58,138.54,157.61,157.61,153.27,116.49,116.88,126,115.45,120.95,109.79,96.48,75.81,102.8,103.52,92.52,101.32,99.56,95.99,77.52,93.4,102.36,96.59,99.45,105.83,94.23,89.66,107.7,111.27,104.56,103.79,115.01,110.72,79.55,102.09,113.3,111.6,106.27,130.9,114.29,100.66,119.02,122.16,113.8,124.85,139.69,134.14,125.56,135.62,119.24,122.81,139.53,155.14,176.53,138.15,140.9,137.6,152.06,147.72,179.66,190.54,150.19,153.38,123.03,177.19,195.44,193.57,194.06,183.51,199.56,212.75,230.4,235.02,275.1,262.4,198.24,183.18,207.81,206.82,218.36,245.63,248.98,171.96,212.75,221.5,213.91,226.44,259.21,286.09,184.77,205.72,223.64,219.79,228.09,266.85,289.11,213.14,210.17,224.19,231.5,228.92,270.59,261.74,175.21,184.22,210.67,200.6,218.47,226.06,225.89,174.93,202.8,213.69,223.25,240.57,259.87,209.46,189.55,221.44,217.43,237.66,248.87,269.65,237.88,191.92,217.37,219.46,214.84,221,236.94,241.62,189.66,213.91,204.23,202.31,226.99,230.9,199.4,163.99,212.48,215.45,212.37,239.14,246.12,231.23,191.59,227.98,223.09,222.59,228.7,263.5,276.03,188.51,199.84,214.73,229.25,230.68,269.82,269.93,198.02,229.25,235.62,227.71,232.82,260.2,261.19,187.63,199.01,208.63,169.32,177.84,220.78,243.98,181.53,232.6,227.71,208.8,227.71,276.36,270.7,226.99,192.19,206.87,206.38,216.82,271.85,287.85,178.61,212.42,220.23,227.54,226.61,257.28,291.37,155.85
"2283","county","Brazos County","driving","","Texas","United States",100,94.86,91.75,97.6,118,114.12,90.41,96.84,94.13,92.74,101,123.01,123.5,90.99,88.69,88.98,90.25,95.13,123.9,114.69,84.93,84.26,87.89,85.07,94.92,128.78,132.29,92.28,83.68,89.25,93.11,109.8,138.79,123.13,94.85,92.68,92.04,93.2,106.11,131.39,128.98,92,86.76,98.47,97.3,108.87,146.92,135.6,98.24,91.69,98.42,93.27,111.05,134.17,98.43,66.68,69.25,72.01,71.3,71.07,77.11,69.75,55.68,65.12,62.71,59.24,55.96,55.49,47.73,38.62,47.35,48.54,43.05,42.99,48.92,41.46,33.83,39.81,42.13,43.48,40.81,44.88,37.55,33.19,39.29,43.1,43.28,43.4,48.43,39.85,28.9,42.41,44.94,48.83,52.1,55.01,49.25,40,51.44,50.37,49.1,55.71,63.18,56.34,45.41,53.48,54.1,54.45,59.65,71.13,65.07,51.77,62.27,65.29,69.26,69.46,75.67,67.62,46.72,NA,NA,70.56,73.65,83.43,70.75,61.99,74.89,74.34,76.71,77.02,91.31,80.75,57.39,63.09,76.98,71.77,84.8,96.16,89.11,69.9,79.88,82.74,81.22,87.6,99.61,95.54,74.87,84.24,83.91,85.26,90.8,102.56,94.87,73.94,85.35,84.48,86.06,92.4,111.06,96.62,66.07,79.95,78.72,82.96,87.4,105.31,113.4,82.24,81.99,82.96,87.7,94.77,97.65,80.01,65.8,83.14,80.92,86.16,89.19,105.33,100.79,77.64,86.68,89.42,89.86,94.44,114.72,109.19,82.35,89.23,87.97,90.29,96.55,113.9,105.82,81.65,94.48,91.41,96.19,108.71,130.56,143.31,100.86,107.56,104.59,108.6,112,132.94,145.08,124.13,132.88,133.65,133.67,139.14,180.48,246.36,215.2,211.75,213.47,184.96,174.68,206.28,198.57,156.66,156.26,169.77,172.05,168.33,188.18,186.59,137.76,133.46,139.25,137.42,145.73,173.19,163.25,133.9,123.81,129.48,130.3,139.62,173.17,173.1,125.83,120.76,127.8,131.3,140.51,171.09,161.72,120.38
"2284","county","Brazos County","walking","","Texas","United States",100,89.65,59.63,57.41,51.05,35.84,25.7,27.36,48.7,41.12,43.88,43.88,38.6,25.46,37.23,36.98,34.31,35.01,40.42,35.54,24.49,28.21,34.22,29.49,32.48,44.71,60.36,25.84,28.45,28.54,32.97,36.01,42.68,36.34,25.43,33.76,30.17,29.42,32.1,39.26,37.72,22.15,26.46,32.18,28.58,35.78,47.65,41.17,24.98,28.79,29.67,26.95,32.18,34.01,21.91,13.31,17.36,17.91,16.04,15.97,16.88,16.23,11.94,18.08,16.31,14.52,14.37,11.77,10.79,10.68,13.95,14.61,13.23,11.28,13.66,11.23,8.91,11.04,12.48,12.34,11.15,11.04,8.88,8.47,10.56,11.64,12.62,12.38,11.93,10.63,8.49,11.58,12.55,13.09,13.59,13.59,13.08,11.1,13.73,12.99,13.04,13.18,16.44,14.73,10.89,13.72,12.7,14.22,14.97,17.35,17.4,11.57,17.2,15.38,17.57,16.07,17.49,17.08,11.43,14.74,10.73,18.51,20.09,21.2,19.51,18.15,20.33,20.06,19.79,19.42,24.1,20.13,14.97,16.4,21.64,18.62,25.64,25.84,25.32,16.29,20.94,24.67,23.51,24.21,26.06,25.92,17.73,21.97,22.84,24.08,22.89,26.49,23.87,17.2,23.73,21.53,22.99,24.38,28.63,25.46,14.14,19.51,22.24,22.13,24.31,27.71,29.66,18.15,22.24,24.24,26.38,23.77,23.21,18.43,15.06,22.23,22.76,26,25.62,31.53,28.75,18.7,23.17,23.02,23.27,26.23,30.28,30.32,22.81,23.89,23.35,25.04,27.29,31.34,30.3,20.9,27.8,26,27.24,32.22,37.51,42.9,26.84,33.54,31.48,33.2,34.61,39.26,47.89,43.07,57.72,61.68,56.24,60.46,75.79,99.38,97.56,115.43,130.22,165.51,122.34,102.3,81.99,53.67,92.55,89.6,77.93,73.37,73.97,68.19,45.52,57.95,56.29,59.61,55.95,61.2,55.04,43.82,51.3,54.02,54.17,52.77,66.88,64.1,37.68,45.7,47.36,52.34,50.6,62.31,61.88,37.01
"2288","county","Brewster County","driving","","Texas","United States",100,98.44,89.85,95.33,121.57,142.16,139.1,129.7,85.52,85.76,102.02,97.58,114.59,109.4,82.58,86.62,78.95,89.27,100.92,104.73,109.52,89.79,91.41,85.47,95.39,98.56,118.34,125.55,107.5,107.09,97.92,117.7,139.33,170.18,170.99,138.99,115.05,113.96,123.99,135.35,157.32,139.79,117.47,110.27,112.28,126.87,139.85,152.02,151.38,118.92,116.49,121.57,124.11,153.17,215.05,225.61,233.33,221.11,205.19,195.27,211.19,228.95,207.55,192.27,167.94,148.04,137.2,127.1,112.98,72.61,60.61,39.39,35.29,43.94,41.12,34.89,36.91,29.01,34.95,27.16,30.05,34.37,26.53,26.99,22.95,27.28,24.86,27.57,24.86,27.51,28.66,27.74,29.07,29.47,27.05,31.03,32.18,33.45,32.93,31.95,30.62,41.52,36.68,37.89,38.75,35.93,37.77,36.22,37.49,48.1,56.63,49.77,44.23,46.14,49.6,50.75,57.38,64.99,57.55,NA,NA,51.15,62.4,67.3,83.39,77.39,81.83,72.26,71.57,79.58,100.87,132.93,111.94,99.54,77.68,78.6,72.9,97.46,102.36,102.42,98.96,89.39,91.75,108.36,123.24,136.68,138.64,105.82,90.02,102.13,106.29,127.1,128.37,139.22,112.05,118.34,106.29,119.55,142.68,158.65,129.76,121.05,113.84,113.09,117.7,134.49,142.21,140.31,118.05,108.25,118.97,121.45,140.25,112.51,118.63,103.34,86.91,82.47,99.94,113.38,105.13,92.33,78.55,81.26,87.31,89.33,88.18,108.71,100.63,93.08,83.62,85.93,99.83,106,117.65,98.85,101.21,77.16,73.99,93.14,102.54,106.57,105.48,86.62,84.03,88.99,100.29,121.91,141.7,119.55,96.31,100,94.18,94.58,112.23,125.09,115.8,114.07,106.52,91.29,112.63,123.59,141.58,121.11,106.86,84.31,94.87,111.53,125.43,144.75,113.61,100.46,88.7,88.93,112.8,168.51,198.96,194.35,159.17,104.44,102.48,99.65,120.7,139.04,123.76,115.97,112.23,107.67,126.93,146.83,133.33,153.86
"2298","county","Brooks County","driving","","Texas","United States",100,89.5,99,108.97,169.58,120.15,138.08,120.84,82.38,87.97,98.77,157.39,216.63,134.41,93.1,84.83,91.34,101.99,147.82,120.77,106.97,128.28,83.98,95.02,105.67,150.04,128.58,135.94,98.85,103.22,95.79,119.69,177.55,137.85,149.66,123.98,97.16,108.35,114.02,193.72,155.17,146.59,131.42,98.7,102.38,125.13,179.54,148.66,170.96,110.88,107.66,101.46,125.98,202.68,174.48,178.24,146.82,115.25,118.62,158.62,221.92,155.94,159.39,131.72,106.36,97.09,102.38,116.09,89.66,92.41,74.41,81.3,75.25,75.02,68.12,58.93,53.49,49.96,57.16,55.25,57.01,63.45,42.38,45.36,53.33,46.21,56.09,68.28,66.59,50.04,49.5,63.83,57.09,56.7,68.66,78.31,68.43,58.54,62.68,65.21,67.05,65.75,99.54,85.67,68.81,84.52,70.8,67.43,81.84,104.44,87.66,88.97,84.52,77.16,80.84,92.11,126.44,94.79,106.21,NA,NA,88.12,102.99,128.97,89.89,119.85,97.85,91.88,85.52,112.11,174.79,148.74,108.43,154.56,110.19,96.48,110.11,161.38,121.61,124.83,103.83,108.12,105.82,122.84,160.08,127.28,162.07,127.43,107.36,106.13,139.62,178.85,142.45,175.79,112.49,108.74,110.27,136.48,167.82,142.53,164.98,138.93,110.96,114.64,133.79,164.44,125.13,122.22,117.85,104.6,120.69,137.32,160.77,83.98,134.18,129.73,105.82,107.2,124.75,133.1,112.87,117.78,109.27,97.39,100.69,105.98,128.58,103.83,115.56,98.54,90.73,101.15,106.9,141.38,88.66,112.49,139.08,115.94,129.66,118.08,154.41,138.62,148.51,152.64,140.38,109.04,116.86,156.02,125.44,139.31,118.39,107.82,103.6,139.85,171.03,150.57,155.86,113.18,96.4,108.74,121.07,169.89,139.69,149.66,110.65,116.86,116.17,114.02,156.7,132.49,141.99,109.81,100.77,89.43,115.48,194.02,160.69,126.59,184.37,103.3,93.64,100.08,148.66,134.94,139.16,117.78,103.37,98.47,130.65,183.91,146.59,141.99
"2308","county","Brown County","driving","","Texas","United States",100,91.85,92.13,99.61,116.21,115.28,91.9,105.22,96.91,99.35,104.18,128.6,119.32,91.64,102.21,93.08,98.07,94.92,119.94,117.41,85.6,104.67,101.97,70.93,96.24,124.75,117.09,95.33,99.47,97.61,96.33,111.49,137.45,122.85,99.98,114.12,109.43,95.03,109.26,126.54,132.76,95.4,110.84,120.41,110.05,114.72,147.09,121.82,96.26,110.61,109.66,98.1,127.3,147.76,153.33,106.08,119.43,123.1,125.84,122.36,137.57,121.87,93.82,98.72,87.86,88.09,92.71,90.48,75.2,62.6,75.02,82.87,83.05,82.38,90.97,70.4,63.52,72.44,72.49,77.06,80.57,75.92,58.9,55.28,72.12,75.09,76.04,80.75,93.64,72.86,58.11,79.71,82.98,89.88,96.59,95.22,91.66,75.71,92.66,90.36,90.85,107.13,120.62,101.16,91.85,97.89,106.76,99.58,121.96,139.05,128.88,101.58,115.6,103.34,111.21,124.77,146.13,131.58,102,NA,NA,119.18,138.33,160.76,140.96,117.79,128.12,131.09,140.33,140.49,173.51,168.73,136.85,136.8,142.33,127.23,141.77,165.34,167.73,133.06,132.81,135.27,144.88,161.5,178.83,179.87,139.33,146.18,146.48,130.28,162.69,185.42,181.17,149.87,152.15,142.88,152.08,163.08,188.83,180.2,146.18,162.69,145.53,147.41,165.29,195.22,194.68,145.04,145.9,157.86,157.07,186.88,195.87,169.61,160.11,171.42,145.65,159.25,155.12,180.78,207.08,163.13,151.22,164.15,147.04,174.6,184.05,180.66,151.52,160.97,146.11,153.29,163.43,199.93,181.91,165.8,160.44,151.66,158.53,168.21,188.95,194.06,153.22,144.14,147.23,150.38,163.48,211.86,205.18,164.38,146.74,148.73,154.77,164.1,198.72,187.25,153.75,151.24,140.47,143.58,176.2,204.13,193.59,146.99,141.54,143.63,152.4,170.77,191.13,190.32,131.81,156.68,143.12,153.12,174.83,259.65,221.01,172.49,177.59,151.68,142.72,157.98,197.33,178.52,138.36,155.44,153.75,148.06,161.74,184.77,189.9,133.99
"2332","county","Burleson County","driving","","Texas","United States",100,101.8,109.21,111.46,146.59,162.46,104.45,112.42,107.57,95.91,109.05,144.95,142.83,112.3,99.64,90.06,112.98,115.91,137.42,136.34,105.05,99.28,98.36,92.63,101.96,155.85,156.85,105.97,93.27,104.01,101.28,116.99,161.66,159.38,124.88,130.61,112.66,116.99,120.63,158.01,158.89,119.27,119.15,114.54,113.34,137.54,182.49,167.07,128.21,108.49,117.43,100.36,138.74,193.87,171.59,133.53,127.76,133.93,147.76,141.87,149.04,136.54,111.94,112.58,103.37,105.37,100.32,95.43,82.29,73.28,83.05,86.02,85.78,81.81,93.95,73.04,67.47,72.08,76.24,78.41,83.89,80.49,55.45,57.77,62.62,74.4,80.61,82.01,87.66,66.03,58.09,78.53,81.73,89.1,91.11,95.87,91.59,72.88,80.09,94.19,78.45,93.27,112.62,113.62,100.6,100.04,93.23,87.34,90.34,127.76,142.15,109.98,100.6,102.64,108.85,109.62,136.66,138.22,109.09,NA,NA,110.26,116.79,142.39,118.63,119.67,101.44,114.82,122.56,140.54,168.91,167.19,129.49,112.7,122.52,125,120.87,156.01,163.14,132.21,121.39,136.86,121.79,143.15,176.4,177.96,151.44,146.43,142.39,140.06,150.48,167.63,180.45,150.04,131.05,133.93,138.62,141.71,177.08,173.16,143.99,115.91,115.46,121.39,126.12,164.66,166.79,136.5,124.76,128.41,127.68,150.12,180.13,152.96,151.8,136.54,132.49,130.09,130.33,173.52,170.47,140.46,129.77,129.73,139.38,153.21,166.51,176.4,151.68,130.45,123.12,129.61,153.41,175.6,157.21,121.23,133.81,131.61,137.46,142.31,183.37,188.86,150.56,137.5,142.75,140.95,143.23,176.36,203.85,157.53,139.66,135.74,139.74,153.49,176.72,252.68,184.38,139.82,141.63,127.36,144.31,197.44,179.85,156.77,132.37,145.27,144.91,156.25,188.14,169.39,126.28,127.28,119.23,129.93,129.73,194.39,201.88,166.15,153.61,125,119.43,133.37,187.62,190.75,134.9,120.35,119.35,123.96,143.99,177.08,185.9,136.02
"2335","county","Burnet County","driving","","Texas","United States",100,98.26,100.07,102.3,132.22,146.48,111.46,113.54,98.3,92.43,108.14,132.15,130.17,101.8,94.71,98.42,101.97,105.86,135.68,131.62,93.77,98.95,103.23,90.38,106.17,141.9,137.25,105.32,102.33,104.94,99.07,113.77,150.81,157.7,136.11,131.3,102.2,101.83,113.01,154.63,159.29,121.36,120.34,110.47,111.67,129.51,171.57,165.22,129.54,112.24,110.49,104.17,132.73,176.09,190.67,154.14,145.16,151.43,148.81,159.67,193.63,177.96,136.71,123.41,119.19,107.61,109.45,92.37,81.77,69.85,76.74,85.2,82.61,81.03,92.24,90.56,80.28,64.81,81.16,78.33,69.3,72.49,56,54,69.94,78.41,79.1,76.72,98.32,79.89,67.89,82.66,88.65,85.19,99.03,103.94,95.7,87.06,90.42,97.77,84.26,110.32,132.16,143.82,115.31,101.88,103.37,98.43,116,143.94,152.03,129.27,109.17,109.94,119.58,125.2,152.27,162.97,131.66,NA,NA,118.43,138.53,166.81,161.39,148.73,135.43,141.48,144.94,162.86,228.35,244.41,189.88,169.84,155.29,146.62,167.24,204.33,220.75,179.61,151.46,145.02,161.1,173.65,220.39,251.01,195.67,165.96,166.41,167.42,179.79,237.23,252.61,212,176.1,163.92,172.78,186.68,236.72,244.52,211.71,175.26,163.34,170.16,190.71,222.88,221.95,191.2,177.04,162.63,183.93,217.65,254.63,211.7,231.35,187.54,171.42,169.61,195.77,236.21,239.6,198.36,173.48,172.14,180.01,201.04,247.11,240.67,216.45,167.35,169.06,180.58,213.34,226.7,221.5,213.82,188.54,169.35,179.94,211.51,236.27,259.32,225.56,190.57,177.7,182.63,187.91,223.28,243.54,191.83,175.71,179.75,180.43,191.33,228.79,228.85,194.28,154.84,164.47,156.29,165.78,209.91,204.02,186.23,146.81,156.95,163.16,179.48,213.4,214.36,164.28,144.51,152.54,132.53,155.56,235.88,241.09,216.23,220.31,149.65,123.9,151.68,198.88,221.29,164.43,142.1,147.59,153.5,156.84,207.29,233.43,179.97
