"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18"
"512","city","Lansing","transit","","Michigan","United States",100,100.22,93.39,86.2,74.04,37.17,31.98,40.74,84.12,85.8,75.25,74.7,44.07,31.22,72.18,70.79,68.2,63.13,59.73,37.24,33.11,66.89,64.26,64.04,61.7,57.94,38.59,35.67,60.72,66.85,66.12,66.52,55.6,37.46,33.04,61.59,60.42,58.34,60.68,59.95,43.34,35.96,51.88,58.31,59.73,56.12,45.97,28.08,19.46,26.73,25.99,27.42,24.17,25.23,26.1,27.27,53.05,58.71,37.79,29.46,27.09,24.64,14.71,20.23,16.65,15.01,13.91,12.63,11.24,9.13,8.94,7.12,8.21,6.72,7.01,5.73,5.11,6.13,5.22,7.96,9.05,8.58,6.17,8.21,9.13,8.91,8.62,6.43,7.05,6.5,4.67,6.13,6.5,9.64,6.02,6.21,7.27,6.43,7.96,7.7,6.72,6.83,6.94,7.78,5.73,7.41,9.13,7.48,7.12,9.02,8.14,7.52,10.3,9.71,10.44,12.52,9.09,9.16,8.36,NA,NA,12.38,10.51,10.84,10.48,10.08,13.65,11.21,14.68,11.68,12.63,12.89,12.23,9.78,13.55,15.19,14.75,15.37,13.73,13.18,15.7,18.18,16.54,14.24,14.68,13.87,13.36,14.49,16.47,16.36,17.96,18.69,17.34,13.55,16.98,17.74,18.04,19.06,19.82,16.17,12.3,18.99,13.98,15.92,17.93,19.17,16.28,13.65,18.11,17.09,15.74,18.29,12.74,10.51,11.72,16.61,15.95,15.99,14.97,15.01,11.9,12.81,13.36,16.9,14.13,17.52,17.42,17.27,13.44,17.93,19.75,17.6,18.66,19.02,15.52,16.28,19.24,17.56,16.43,16.43,17.78,16.9,11.46,18.66,17.2,17.89,15.85,17.12,16.1,14.2,17.78,18.66,20.85,18.4,22.78,17.09,16.47,17.49,18.07,17.45,17.09,18.4,19.13,15.74,17.67,19.31,18.84,18.73,19.2,20.92,15.81,22.05,21.43,23.44,18.84,21.21,16.87,14.2,15.33,19.97,18.47,15.7,18.8,17.93,11.98,15.3,17.71,20.04,22.2,19.61
"513","city","Lansing","walking","","Michigan","United States",100,104.62,91.06,81.03,86.53,45.68,37.05,44.36,76.45,73.46,72.53,76.45,64.85,38.17,65.97,72.86,66.47,65.64,79.14,57.63,43.96,72.99,67.38,60.02,59.91,69.56,56.75,35.7,58.82,63.4,66.71,59.69,71.35,71.27,42.63,57.91,57.45,58.2,62.97,75.08,76.84,47.92,55.25,62.16,54.7,50.63,47.35,46.93,27.4,29.37,32.03,35.04,33.39,35.32,43.1,44.35,56.45,68.65,49.66,40.73,42.38,40.99,24.75,27.11,33.49,23.5,20.58,22.73,18.66,16.51,18.57,16.04,18.7,17.95,18.94,14.57,12.84,16.96,17.55,20.73,25.11,25.29,16.36,20.09,22.81,23.5,24.09,15.95,18.74,19.55,13.89,16.54,16.3,21.2,17.6,16.61,19.1,21.77,20.56,17.75,16.23,17.97,21.12,19.6,19.91,22.08,27.03,17.91,22.71,28.32,29.18,23.75,25.15,22.46,25.11,26.57,23.91,21.28,17.15,NA,NA,31.29,28.13,33.93,32.17,25.58,32.42,34.9,39.89,35.71,38.55,35.12,31.31,27.49,34.45,36.8,35.94,41.89,39.44,37.01,38.26,38,38.23,40.82,41.96,38.13,31.52,40.24,37.72,41.92,43.77,48.62,47.89,37.72,44.93,41.34,46.44,48.56,51.2,43.44,32.27,41.87,42.19,46.77,45.98,48.19,46.72,33.86,42.81,48.77,47.17,43.6,39,27.96,29.31,45.05,42.87,41.13,45.67,42.35,40.68,35.71,44.59,49.22,46.79,41.72,48.36,43.25,34.69,45.47,45.47,47.83,50.29,53.55,43.42,37.31,45.36,48.15,48.66,54.06,52.29,44.28,36.64,47.27,45.8,52.85,51.29,53.67,45.93,41.99,45.97,47.48,52.33,49.61,56.46,48.15,42.46,56.09,57.47,57.93,60.98,71.06,74.01,56.78,68.53,75.91,85.33,88.4,100.16,121.13,81.3,102.6,78.07,80.81,81.72,93.88,81.78,58.51,57.86,53.08,59.71,65.18,87.57,74.04,47.37,55.08,53.8,63.02,65.02,74.53
"2095","county","Allegan County","driving","","Michigan","United States",100,103.11,103.26,103.73,136.82,105.6,80.1,100.08,98.64,99.23,106.41,126.57,135.87,87.28,94.44,99.09,99.75,105.56,130.78,133.5,90.65,97.94,102.62,99.86,101.78,126.87,130.79,93.62,101.47,105.18,108.05,106.65,138.41,144.67,108.9,110.76,102.24,108.42,111.45,141.37,146.38,103.61,104.13,108.36,103.36,109.8,141.11,151.22,106.82,109.35,106.46,111.09,121.25,146.59,155.88,114.16,105.22,117.92,112.26,106.36,114.03,110.64,83.57,85.62,80.63,79.46,80.27,86.63,81.6,61.41,70.77,52.65,62.26,56.65,63.71,49,40.55,56.63,60.71,59.03,67.31,76.11,51.91,54.21,62.03,62.47,68.48,64.63,69.4,67.01,40.95,59.45,64.42,67.94,70.09,72.38,77.98,66.18,77.46,76.34,71.07,73.92,94.29,82.56,87.6,86.4,94.47,83.15,95.09,117.01,116.13,99.69,102.65,106.47,111.27,122.97,136.26,130.3,79.25,NA,NA,133.47,114.32,148.16,150.47,90.49,118.54,137.84,153.76,154.77,175.88,167.64,149.15,137.57,145.12,138.81,144.09,170.79,176.92,135.25,147.16,157.72,143.25,173.14,199.6,205.3,169.2,183.29,175.26,162.27,186.54,218.66,224.14,193.08,191.68,191.58,200.53,218.79,261.81,254.25,188.39,195.83,201.17,223.8,236.29,249.33,276.18,249.84,229.48,226.9,243.47,274.61,287.48,242.61,268.91,236.19,224.56,226.36,238.11,268.02,314.87,249.77,219.95,218.34,226.43,250.69,286.51,290.22,234.65,222.44,225.62,223.52,244.84,287.92,300.03,247.84,218.13,228.69,241.23,247,290.67,291.85,222.69,216.91,228.9,243.98,259.86,280.79,311.21,250,214.66,240.89,239.46,248.62,282.94,297.8,246.34,222.6,227.41,226.45,242.66,289.93,293.64,237.57,213.92,201.7,207.4,220.25,260.84,275.2,214.78,189.9,176.61,192.02,217.13,274.5,286.68,228.44,227.51,173.13,177.21,193.95,236.28,238.33,197.75,194.21,191.95,198.7,219.03,260.14
"2106","county","Alpena County","driving","","Michigan","United States",100,100.17,117.64,115.92,158.43,99.4,98.45,123.49,132.1,124.7,127.8,133.22,154.82,103.18,100.69,104.39,115.32,110.24,133.91,97.68,74.96,104.91,125.99,113.94,122.29,141.31,140.02,108.52,126.25,111.02,125.47,125.73,165.83,153.96,117.3,141.57,135.8,122.12,113.51,146.56,154.48,111.19,117.9,116.7,122.38,122.98,130.03,139.59,100.09,120.22,135.63,147.07,129.69,168.42,175.99,126.59,125.39,129.86,130.21,109.55,114.46,93.2,78.66,100.17,90.02,92.6,99.74,83.82,83.13,66.27,74.96,65.06,71.77,62.91,75.9,52.93,61.45,72.12,67.04,71.86,63.86,76.85,58.52,68.85,68.59,59.21,74.01,69.97,66.78,63.43,39.67,77.19,74.78,109.64,84.68,95.87,88.12,61.19,77.28,78.92,96.73,96.73,92.94,87.87,77.37,104.48,92.86,97.68,108.61,121.69,112.22,99.31,110.07,103.79,126.68,132.7,141.48,109.21,105.77,NA,NA,146.56,142.6,181.15,159.72,123.49,146.13,164.46,175.9,191.22,222.03,190.1,170.4,150.77,161.19,169.19,181.07,199.48,187.01,143.98,189.59,196.73,201.89,206.02,230.03,202.67,171.26,193.63,213.68,177.19,203.79,237.52,234.42,192.43,221.6,218.24,217.13,248.36,271.77,227.11,180.55,208.78,232.7,255.85,268.42,344.32,297.59,253.61,258.26,306.54,313.68,324.1,417.56,347.16,340.96,291.48,295.7,280.46,303.27,310.84,300.43,229.09,253.36,253.87,260.07,283.91,332.7,312.65,246.39,258.95,260.67,269.88,280.21,402.67,391.65,334.34,311.27,252.24,277.37,285.54,331.15,328.92,266.27,297.68,273.67,279.78,273.15,357.14,364.03,278.06,259.81,239.67,257.14,291.57,344.41,353.27,287.35,278.14,256.63,265.23,273.15,331.76,317.3,234.77,237.26,221.6,248.36,254.73,321.17,329.26,196.9,260.59,233.65,232.27,272.29,358.95,369.28,314.97,236.83,215.92,241.57,217.56,242.43,265.75,183.65,217.9,223.75,224.96,233.3,261.1
"2126","county","Antrim County","driving","","Michigan","United States",100,101.97,115.93,111.48,201.18,218.23,184,165.05,107.87,108.72,120.07,184.66,184.66,164,97.84,93.7,103.48,123.41,204.46,218.49,144.92,105.38,102.89,109.9,127.93,193.11,197.31,161.25,120.46,111.28,118.89,132.92,221.11,243.02,223.48,158.3,107.21,121.77,138.03,221.97,215.02,164.59,118.23,107.28,111.67,117.97,198.1,208.07,171.21,109.51,116,119.34,122.82,182.75,192.33,153.77,113.77,110.75,121.51,102.03,142.43,143.21,114.36,89.05,85.38,91.8,88,90.03,75.93,76.07,75.48,56.46,67.61,58.43,80.92,53.31,60,57.51,65.38,74.36,78.03,75.67,50.75,61.84,69.11,63.41,71.61,62.3,75.02,70.62,41.25,55.41,63.87,70.95,75.08,82.1,93.57,66.03,73.44,72.2,83.74,85.57,111.74,113.9,97.51,98.49,95.41,81.84,99.8,139.61,149.44,128.33,118.89,115.34,132.52,137.9,158.49,177.31,115.28,NA,NA,165.38,144,210.56,219.41,160.66,147.93,174.03,211.15,267.28,341.77,382.49,374.3,318.43,262.43,249.7,210.95,319.93,311.8,261.11,215.61,258.56,269.38,283.8,388.13,448.85,388.46,330.56,335.02,307.8,355.21,480.66,508.72,463.41,346.82,379.54,404.98,428.39,577.05,600.39,476.39,384.79,373.44,438.69,491.61,622.95,718.95,672.39,543.8,572.92,599.8,830.1,1050.36,986.23,1059.08,711.02,590.82,588.13,578.16,723.41,740.39,692.98,561.97,492.52,494.82,555.74,734.1,776.46,668.98,555.41,534.56,550.3,608.07,786.16,807.41,709.64,568.07,533.84,594.62,612.46,728.72,767.02,713.57,599.8,566.16,589.84,657.38,763.08,792.2,717.84,540.26,536.26,593.44,611.93,749.51,735.61,705.25,533.18,506.49,499.15,586.62,698.1,760.59,633.11,490.1,429.97,397.18,532.33,599.87,651.67,549.31,370.16,347.67,366.75,398.69,644,758.23,730.3,594.82,326.69,301.51,360.52,483.08,484.07,408.92,323.74,331.08,338.49,346.16,482.36
"2182","county","Barry County","driving","","Michigan","United States",100,112.77,103.37,101.7,128.27,101.03,84.34,95.73,103.68,106.47,104.45,125.12,138.37,93.22,98.91,115.37,108.8,110.31,130.23,133.92,90.86,103.92,103.74,104.85,111.21,116.67,125.83,86.41,103.13,112,108.32,103.07,136.54,143,105.03,107.47,108.96,113.28,117.97,143.24,146.24,99.81,114.94,109.41,105.51,115.26,137.73,148.28,110.23,110.17,113.33,115.79,121.41,137.68,146.9,106.47,111.37,121.7,127.69,112,119.93,118.97,90.09,99.76,93.99,88.69,93.77,93.72,90.17,69.02,74.17,64.79,71.62,71.28,75.04,58.61,52.76,64.79,70.88,67.14,77.32,92.18,66.96,69.26,76.21,75.62,83.31,70.16,76.58,77.66,45.68,67.28,79.6,76.21,79.46,86.83,88.5,82.09,96.48,92.29,93.59,96.05,104.21,99.71,94.36,93.83,107.9,95.5,92.26,126.89,125.81,103.68,122.1,116.56,127.11,132.38,131.96,138.29,88.1,NA,NA,148.17,125.04,166.11,165.18,98.65,127.24,157.29,167.33,177.69,194.57,186.94,177.66,156.94,153.58,159.04,168.04,185.85,186.75,154.66,164.36,184.58,170.48,199.42,222.26,220.19,180.55,186.88,186.33,167.12,205.88,231.61,231.9,176.26,192.42,194.86,213.38,218.49,247.24,276.05,175.07,200.93,198.81,214.26,217.78,234.23,256.07,217.89,205.35,216.24,211.9,238.08,255.59,254.5,224.59,215.82,210.92,221.09,229.07,231.64,286.72,216.98,208.45,209.22,213.7,211.37,252.38,268.07,197.62,207.84,209.04,214.52,222.23,267.91,294.97,230.13,203.31,216.85,209.09,227.27,260.76,272.73,187.18,195.84,212.4,219.08,227.24,260.76,284.58,225.09,194.22,207.18,210.25,222.07,255.06,286.83,218.18,203.84,206.33,206.94,188.45,254.69,283.17,212.08,183.55,188.34,195.95,204.82,220.69,246.74,200.48,192.37,189.27,198.78,201.8,234.31,237.65,201.72,193.69,165.39,181.74,198.09,225.7,223.9,176.82,171.62,180.1,190.99,207.95,214.36
"2191","county","Bay County","driving","","Michigan","United States",100,104.48,101.04,105.25,149.65,88.85,93.82,111.09,105.08,100.53,114.67,139.81,126.18,97.68,101.3,95.52,106.62,110.06,137.72,122.21,90.91,100.58,102.93,105.99,121.17,135.82,140.48,106.3,103.61,106.52,112.89,109.86,160.74,133.69,112.82,125.33,102.62,115.54,121.26,164.99,142.8,112.32,108.11,107.91,100.07,119.06,153.22,141.29,114.66,108.75,109.48,113.48,125.52,158.08,164.62,121.59,113.73,117.62,110.25,108.35,117.92,114.5,92,84.35,80.52,77.44,79.91,88.99,73.76,60.46,73.26,51.77,59.63,57.62,66.02,48.92,45.52,56.13,54.72,62.15,66.54,73.44,54.01,50.7,60.71,58,63.91,61.07,68,55.76,37.5,54.03,60.31,69.88,71.81,78.88,71.85,62.57,78.41,65.34,71.11,72.18,87.51,83.45,74.46,88.01,95.34,91.28,100.6,131.34,113.65,103.91,98.92,95.89,107.75,120.96,123.66,124.27,92.14,NA,NA,127.61,128.65,173.89,139.9,118.35,115.73,156.47,202.84,232.88,278.9,170.66,157.64,187.5,171.38,163.97,164.35,197.05,166.01,146.22,149.33,163.84,168.43,196.9,221.3,185.74,179.91,176.06,175.34,158.16,202.46,238.95,211.67,213.76,186.21,183.63,197.27,212.78,266.19,224.6,199.68,195.39,188.02,203.26,226.81,271.79,241.83,258.46,208.29,212.99,232.15,354.23,324.8,219.23,424.83,254.74,203.8,213.49,233.71,263.32,256.29,240.33,198.36,205.85,203.75,232.72,281.05,255.74,245.13,205.39,197.45,203.24,234.58,298.9,264.91,314.34,206.79,200.12,210.72,230.02,270.46,243.48,246.57,202.02,196.9,216.95,237.71,284.72,256.05,275.98,215.43,199.45,217.48,239.66,295.38,244.35,256.27,200.55,196.08,194.78,225.14,281.92,240.9,275.97,204.45,197.08,188.77,210.64,239.91,225.74,217.76,182.45,170.22,200.87,227.93,337.8,218.52,206.34,313.59,168.15,165.25,196.47,225.97,214.53,198.78,168.81,179.23,178.37,208.84,238.37
"2222","county","Benzie County","driving","","Michigan","United States",100,105.96,109.61,100.36,152.31,177.14,165.3,127.49,105.34,93.24,103.74,146.44,165.57,136.92,104.09,108.54,102.31,108.72,161.65,191.28,140.12,113.79,106.49,102.49,121.17,156.49,176.78,152.49,107.38,107.12,112.9,122.95,192.35,230.96,210.5,149.29,119.66,110.77,124.73,181.94,200.89,168.68,133.1,105.34,104.18,100.36,144.31,204,145.82,124.91,120.46,111.03,120.28,140.3,185.59,148.67,105.34,110.23,112.01,98.93,120.64,152.94,132.47,99.38,88.97,81.41,84.52,79,89.95,88.08,81.05,61.74,75.36,66.01,101.33,74.73,56.23,66.73,59.16,77.94,94.13,120.37,60.5,88.61,70.73,59.7,87.37,85.23,86.3,114.15,45.82,63.61,71.98,69.75,77.14,91.37,98.31,82.3,76.16,79.54,79.98,79.54,109.43,117.17,131.49,105.78,115.57,90.93,89.77,162.99,161.3,157.3,130.07,121.71,147.24,141.73,125,176.42,100.27,NA,NA,166.99,138.43,233.81,265.66,142.53,153.47,191.64,249.38,261.65,329.54,383.54,343.95,298.58,264.23,232.92,221.98,324.91,365.66,311.92,230.78,266.73,260.5,313.97,357.21,467.17,385.05,324.11,352.76,311.83,350.53,492.17,577.31,478.56,362.63,389.32,393.95,440.84,576.6,577.85,438.35,382.47,381.14,437.63,531.49,651.25,763.26,706.05,637.63,659.79,712.99,772.86,995.28,878.74,910.68,710.23,620.91,659.52,653.29,712.72,871.35,757.56,592.79,628.29,567.79,646.8,786.65,876.16,673.4,645.28,616.46,628.56,683.63,838.08,891.73,697.15,634.16,632.03,672.86,703.74,765.39,914.68,756.23,631.76,636.03,657.92,707.56,834.7,869.22,772.51,589.59,602.67,648.22,669.31,823.67,850.89,709.16,541.19,567.79,622.69,668.95,782.74,884.96,712.72,479,491.73,446.53,529.98,590.21,759.52,547.06,400.98,389.32,400.09,454.54,704.27,883.45,751.6,592.62,349.56,342.26,415.84,565.48,586.12,453.91,341.55,383.81,385.94,439.68,553.91
"2235","county","Berrien County","driving","","Michigan","United States",100,105.43,102.35,107.68,152.29,107.87,105.58,109.42,99.92,101.74,109.42,133.74,126.34,100.05,100.39,101.86,105.12,109.35,141.37,138.83,102.95,102.68,105.67,107.02,101.84,133.55,132.15,105.33,107.65,109.23,110.8,114.56,165.3,157.3,132.79,128.39,110.46,112.69,121.12,156.61,165.43,131.47,109.81,109.87,98.75,116.09,162.04,163.93,131.45,115.3,122.77,122.31,133.71,175.05,179.12,149.81,117.66,116.79,113.07,120.95,142.43,128.04,109.78,99.09,90.5,85.75,84.97,95.89,84,62.6,71.62,59.44,64.05,63.89,71.47,56.8,50.51,61.58,61.61,65.36,73.34,83.53,59.95,56.14,64.28,69.68,69.53,72.94,78.12,74.36,46.17,62.56,68.98,73.88,79.55,74.01,87.36,67.12,83.18,79.1,76.91,85.11,95.98,82.6,81.82,88.43,90.03,84.16,93.04,122.84,130.53,109.03,104.12,102.93,112.21,125.9,138.34,145.76,93.71,NA,NA,132.25,115.41,149.43,161.47,106.25,131.72,136.79,153.98,167.43,197.44,190.18,194.88,177.48,165.02,156.6,157.71,190.1,197.07,169.78,169.14,186.17,159.35,190.94,228.68,233.79,221.85,214.07,180.69,180.55,215.55,261.43,272.22,243.86,209.26,212.23,228.71,255.91,316.05,318.38,242.65,221.16,218.84,246.1,278.01,314.8,338.85,337.91,260.24,251.41,279.11,335.83,396.82,331.24,422.64,290.1,264.15,257.55,273.12,312.76,371.02,311.16,258.21,250.8,250.57,278.1,364.28,400.43,319.76,257.66,250.49,255.12,287.18,356.94,400.02,353.95,249.75,259.4,276.03,290.89,351.74,356.61,297.54,252.98,246.62,266.91,283.67,354.61,383.65,341.09,243.08,263.15,272.27,283.38,337.72,375.19,338.43,242.41,241.64,245.53,266.13,326.9,374.88,327.16,232.28,218.61,234.87,241.09,288.76,330,273.42,210.17,195.98,210.6,245.71,332.33,381.33,307.81,365.57,190.27,192.76,212.65,270.24,268.86,243.79,200.74,193.8,203.77,221.19,288.62
"2279","county","Branch County","driving","","Michigan","United States",100,100.75,106.75,108.87,139.87,97.84,88.4,104.89,98.85,104.92,107.69,120.69,137.54,97.92,96.01,104.38,105.93,107.94,126.19,135.27,95.91,104.38,97.59,105.21,96.55,127.87,127.19,92.1,104.53,109.2,106.68,113.51,141.7,146.7,109.41,118.07,111.35,112.18,121.7,149.43,145.55,112.9,111.28,110.67,98.02,119.32,146.26,152.8,123.85,123.02,117.39,120.44,125.43,148.02,146.48,111.35,112.86,114.22,118.61,112.68,123.28,116.2,95.19,89.91,85.67,90.05,93.97,101.29,92.71,68.71,76.72,62.54,71.01,66.59,74.39,59.91,47.52,63.36,68.25,72.81,71.88,77.91,65.16,52.26,72.2,72.56,77.16,78.3,74.53,74.1,43.25,65.19,71.23,79.71,83.33,85.34,76.51,65.7,89.22,88.51,88.11,87.28,99.5,83.51,79.24,92.78,99.35,96.3,94.07,121.26,110.85,106.29,110.56,105.89,118.53,127.37,134.99,125.11,92.24,NA,NA,129.38,128.66,172.45,175.14,122.81,138.65,139.01,158.58,165.84,220.22,210.74,189.94,176.87,163.07,154.53,157.11,212.72,217.03,166.13,166.56,160.45,165.12,191.81,226.8,231.75,198.81,189.22,175.22,186.82,198.89,257.26,257.33,230.1,197.7,195.11,203.59,217.56,259.66,283.51,199.03,197.13,197.56,206.11,224.71,273.89,293.32,238.54,203.74,204.81,227.08,280.64,340.88,281.36,281.36,233.19,216.74,218.89,243.97,275.04,288.15,230.42,213.33,211.24,221.3,245.69,303.92,293,237.64,208.98,207.97,218.28,244.5,295.58,289.62,251.11,210.42,207.65,219.61,233.15,281.61,275.18,205.17,194.83,206.32,213.51,217.24,278.74,292.03,235.52,186.35,197.63,193.57,217.28,283.08,292.71,240.16,195.08,194.11,204.85,215.23,271.05,278.77,228.77,189.83,172.2,182.36,196.12,228.13,248.96,193.39,179.49,167.06,173.74,204.96,283.44,296.05,245.73,219.58,162.68,164.98,172.05,226.9,227.23,175.61,171.41,163.47,178.52,197.41,242.96
"2359","county","Calhoun County","driving","","Michigan","United States",100,101.56,103.56,107.88,132.6,88.08,80.75,98.79,122.51,100.91,102.73,127.75,116.25,84.91,94.73,101.8,103.68,106.95,126.79,119.59,86.19,97.49,99.53,108.89,99.07,123.92,115.92,92.72,98.47,108.83,105.19,105.27,147.2,134.13,110.71,107.37,108.85,109.84,112.19,135.24,133.84,106.91,103.11,107.86,99.73,110.67,151.14,149.87,105.93,104.14,110.6,115.56,119.25,144.84,140.9,114.36,108.11,118.49,110.87,107.41,120.31,100.21,82.06,85.31,80.89,78.91,77.54,83.67,67.04,54.95,65.74,48.74,53.42,54.67,57.35,44.74,38.77,54.77,50.46,55.48,60.3,64.69,47.06,48.52,59.57,57.34,64.03,57.6,63.68,53.88,38.93,57.09,58.86,66.45,67.86,66.47,68.83,61.16,72.73,68.74,70.76,76.44,81.28,67.91,67.88,78.59,79.2,79.12,81.86,100.42,87.42,80.06,92.12,95.59,97.89,102.46,112.06,100.96,75.03,NA,NA,114.29,105.66,124.58,115.79,86.06,106.4,117.6,128.77,134.67,145.7,124.45,114.4,102.75,131.09,131.09,134.12,154.45,139.7,118.3,140.82,143.74,140.95,149.16,167.56,154.88,135.81,156.44,145.49,147.34,171,186.87,187.41,162.28,165.74,158.96,163.52,169.14,199.86,211.38,137.72,164.56,160.17,179.2,187.46,203.3,200.08,163.62,175.51,177.06,180.99,198.66,194.83,150.27,158.68,175.59,173.93,177.89,182.91,201.86,194.38,162.4,169.92,167.58,178.96,180.81,210.97,200.23,155.11,174.37,168.69,176.73,188.83,216.47,210.14,169.73,169.51,173.28,178.85,190.86,209.52,195.13,158.58,171.94,173.6,182.78,188.78,212.71,205.94,169.38,165.75,170.08,178.3,181.83,216.08,195.53,168.15,167.22,171,172.53,182.3,215.89,203.18,163.41,163.76,162.9,173.68,171.18,193.66,184.38,167.94,160.19,155.89,165.28,179.15,214.88,187.83,158.03,146.11,145.69,149.99,161.59,194.67,183.58,150.07,154.5,159.22,160.85,172.58,207.91
